County,State,State_FIPS,County_FIPS,median_gross_rent,age_15_to_44_percentage,white_population,total_population,age_60_and_over,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,median_home_value,black_population,age_18_and_under_percentage,asian_population,per_capita_income,Year
Clay County,West Virginia,54,15,490.0,79.0,9141.0,9226.0,16.6,74.0,32933.0,0.4232,13.0,9226.0,77100.0,0.0,7.5,9141.0,16487.0,2014
Clayton County,Georgia,13,63,886.0,72.6,58024.0,264221.0,6.6,3403.0,40314.0,0.4229,694.0,264221.0,89100.0,175863.0,11.1,58024.0,18074.0,2014
Clayton County,Iowa,19,43,558.0,79.8,17477.0,17900.0,18.3,82.0,47725.0,0.4135,9.0,17900.0,104900.0,124.0,7.1,17477.0,25853.0,2014
Clear Creek County,Colorado,8,19,795.0,86.2,8601.0,9114.0,15.8,35.0,68531.0,0.4655,65.0,9114.0,273400.0,130.0,6.0,8601.0,42446.0,2014
Clearfield County,Pennsylvania,42,33,586.0,83.5,77842.0,81472.0,15.1,576.0,41510.0,0.4196,98.0,81472.0,87100.0,1881.0,8.7,77842.0,21102.0,2014
Clearwater County,Idaho,16,35,629.0,86.6,8128.0,8600.0,22.5,38.0,39750.0,0.3978,160.0,8600.0,131200.0,22.0,7.2,8128.0,20154.0,2014
Clearwater County,Minnesota,27,29,531.0,77.0,7590.0,8735.0,17.4,76.0,45105.0,0.4282,766.0,8735.0,115000.0,17.0,7.5,7590.0,22773.0,2014
Cleburne County,Alabama,1,29,604.0,77.5,14095.0,14990.0,15.6,64.0,37008.0,0.4432,53.0,14990.0,101000.0,430.0,7.5,14095.0,19736.0,2014
Cleburne County,Arkansas,5,23,650.0,82.4,25026.0,25793.0,23.5,180.0,40768.0,0.4735,124.0,25793.0,121700.0,112.0,7.7,25026.0,24297.0,2014
Clermont County,Ohio,39,25,765.0,77.2,190406.0,199450.0,11.6,1520.0,60552.0,0.427,398.0,199450.0,152400.0,2659.0,8.4,190406.0,28708.0,2014
Cleveland County,Arkansas,5,25,644.0,78.3,7367.0,8597.0,15.6,64.0,41586.0,0.4447,29.0,8597.0,81300.0,996.0,8.6,7367.0,21666.0,2014
Cleveland County,North Carolina,37,45,655.0,78.6,74179.0,97464.0,14.3,998.0,39197.0,0.4584,228.0,97464.0,104100.0,20276.0,10.0,74179.0,20512.0,2014
Cleveland County,Oklahoma,40,27,828.0,79.1,210518.0,264934.0,9.7,2642.0,55626.0,0.4345,10841.0,264934.0,142800.0,11659.0,15.2,210518.0,27386.0,2014
Clinch County,Georgia,13,65,467.0,74.9,4566.0,6777.0,15.2,27.0,29125.0,0.5403,59.0,6777.0,66500.0,1820.0,7.6,4566.0,18256.0,2014
Clinton County,Illinois,17,27,735.0,81.1,35659.0,37952.0,12.7,94.0,62407.0,0.4041,66.0,37952.0,130700.0,1348.0,9.0,35659.0,28255.0,2014
Clinton County,Indiana,18,23,686.0,75.5,30990.0,32987.0,12.8,349.0,49669.0,0.3865,62.0,32987.0,96600.0,339.0,8.7,30990.0,22205.0,2014
Clinton County,Iowa,19,45,610.0,78.9,45660.0,48663.0,15.4,495.0,49849.0,0.4354,199.0,48663.0,110100.0,1406.0,8.3,45660.0,26751.0,2014
Clinton County,Kentucky,21,53,558.0,79.1,9827.0,10192.0,15.8,58.0,27285.0,0.4806,0.0,10192.0,66300.0,74.0,7.5,9827.0,17171.0,2014
Clinton County,Michigan,26,37,778.0,78.6,71516.0,76479.0,13.1,646.0,60381.0,0.4158,212.0,76479.0,155000.0,1221.0,10.1,71516.0,28889.0,2014
Clinton County,Missouri,29,49,745.0,78.2,19603.0,20545.0,15.7,161.0,53361.0,0.3844,148.0,20545.0,136700.0,394.0,7.8,19603.0,25307.0,2014
Clinton County,New York,36,19,736.0,83.8,75186.0,81829.0,12.3,750.0,50985.0,0.4385,259.0,81829.0,125200.0,3430.0,13.3,75186.0,25279.0,2014
Clinton County,Ohio,39,27,685.0,76.7,39641.0,41871.0,12.8,467.0,45909.0,0.4454,104.0,41871.0,118300.0,1032.0,9.7,39641.0,22828.0,2014
Clinton County,Pennsylvania,42,35,675.0,81.3,38161.0,39611.0,15.1,240.0,44329.0,0.4192,31.0,39611.0,113800.0,607.0,15.6,38161.0,21595.0,2014
Cloud County,Kansas,20,29,558.0,81.0,9123.0,9414.0,16.9,65.0,39509.0,0.3847,19.0,9414.0,69700.0,32.0,13.2,9123.0,21265.0,2014
Coahoma County,Mississippi,28,27,572.0,72.5,5816.0,25527.0,10.9,333.0,27735.0,0.523,24.0,25527.0,58100.0,19381.0,11.5,5816.0,15858.0,2014
Coal County,Oklahoma,40,29,562.0,76.2,4255.0,5877.0,16.7,55.0,38141.0,0.4681,599.0,5877.0,71900.0,28.0,8.5,4255.0,20968.0,2014
Cobb County,Georgia,13,67,988.0,76.7,440344.0,708920.0,8.6,8404.0,64657.0,0.4566,1357.0,708920.0,194900.0,185448.0,9.7,440344.0,33418.0,2014
Cochise County,Arizona,4,3,792.0,79.5,104360.0,130807.0,17.2,1002.0,45974.0,0.4496,1599.0,130807.0,141300.0,5148.0,10.3,104360.0,23552.0,2014
Cochran County,Texas,48,79,451.0,73.2,2479.0,3031.0,13.4,0.0,41071.0,0.4623,22.0,3031.0,31500.0,134.0,10.1,2479.0,18318.0,2014
Cocke County,Tennessee,47,29,551.0,80.3,33741.0,35453.0,17.6,215.0,30888.0,0.4793,45.0,35453.0,98600.0,496.0,7.6,33741.0,18113.0,2014
Coconino County,Arizona,4,5,990.0,79.3,84667.0,135817.0,9.4,1564.0,48540.0,0.4701,36504.0,135817.0,217200.0,2009.0,18.2,84667.0,23459.0,2014
Codington County,South Dakota,46,29,600.0,76.9,26212.0,27598.0,13.0,202.0,47891.0,0.4282,728.0,27598.0,138500.0,54.0,9.5,26212.0,25624.0,2014
Coffee County,Alabama,1,31,676.0,78.0,39064.0,50726.0,13.2,378.0,45558.0,0.4474,445.0,50726.0,137000.0,8671.0,8.8,39064.0,24204.0,2014
Coffee County,Georgia,13,69,564.0,77.8,27757.0,42947.0,10.0,397.0,34523.0,0.4737,100.0,42947.0,79700.0,11801.0,12.1,27757.0,16796.0,2014
Coffee County,Tennessee,47,31,662.0,77.5,48384.0,53151.0,14.4,427.0,39656.0,0.4577,194.0,53151.0,118000.0,1151.0,8.2,48384.0,21123.0,2014
Coffey County,Kansas,20,31,565.0,79.6,8209.0,8493.0,17.1,147.0,56274.0,0.4142,85.0,8493.0,100000.0,47.0,7.2,8209.0,29044.0,2014
Coke County,Texas,48,81,556.0,81.7,3121.0,3260.0,24.0,15.0,40822.0,0.4928,26.0,3260.0,79800.0,27.0,6.1,3121.0,28741.0,2014
Colbert County,Alabama,1,33,655.0,79.6,43356.0,54491.0,15.7,521.0,39914.0,0.4361,360.0,54491.0,99900.0,8712.0,8.4,43356.0,21763.0,2014
Cole County,Missouri,29,51,601.0,79.3,63563.0,76426.0,11.3,852.0,53228.0,0.4246,333.0,76426.0,146700.0,8732.0,9.0,63563.0,26254.0,2014
Coleman County,Texas,48,83,543.0,80.2,8077.0,8656.0,21.9,56.0,34692.0,0.4672,45.0,8656.0,58400.0,199.0,8.0,8077.0,21332.0,2014
Coles County,Illinois,17,29,627.0,82.9,49919.0,53655.0,12.7,570.0,38174.0,0.4887,59.0,53655.0,90400.0,1920.0,21.8,49919.0,22464.0,2014
Colfax County,Nebraska,31,37,615.0,73.8,9558.0,10512.0,10.9,53.0,52086.0,0.4256,123.0,10512.0,87200.0,239.0,9.3,9558.0,23688.0,2014
Colfax County,New Mexico,35,7,594.0,83.0,11090.0,13264.0,20.0,99.0,35189.0,0.4485,382.0,13264.0,117300.0,65.0,8.1,11090.0,20975.0,2014
Colleton County,South Carolina,45,29,702.0,78.0,22259.0,38247.0,16.1,365.0,32224.0,0.4541,284.0,38247.0,85200.0,14723.0,9.3,22259.0,18517.0,2014
Collier County,Florida,12,21,1027.0,82.7,291481.0,334474.0,27.1,3218.0,56250.0,0.5324,822.0,334474.0,258400.0,22566.0,7.6,291481.0,37236.0,2014
Collin County,Texas,48,85,1086.0,74.4,612604.0,836947.0,7.9,8280.0,84233.0,0.4298,3456.0,836947.0,211900.0,73607.0,8.1,612604.0,38575.0,2014
Collingsworth County,Texas,48,87,465.0,74.5,2602.0,3053.0,17.3,5.0,42798.0,0.4283,56.0,3053.0,66200.0,104.0,6.0,2602.0,21594.0,2014
Colonial Heights City,Virginia,51,570,903.0,77.7,14150.0,17542.0,16.2,208.0,52529.0,0.4052,33.0,17542.0,176300.0,2422.0,8.9,14150.0,28282.0,2014
Colorado County,Texas,48,89,681.0,78.0,17034.0,20771.0,18.6,86.0,45262.0,0.4679,100.0,20771.0,109100.0,2769.0,8.6,17034.0,24112.0,2014
Colquitt County,Georgia,13,71,582.0,74.8,32028.0,45987.0,11.5,553.0,32233.0,0.4772,46.0,45987.0,79300.0,10722.0,9.7,32028.0,16972.0,2014
Columbia County,Arkansas,5,27,604.0,80.0,14641.0,24400.0,14.0,143.0,37509.0,0.4634,75.0,24400.0,78500.0,8784.0,17.4,14641.0,19893.0,2014
Columbia County,Florida,12,23,776.0,80.7,52253.0,67662.0,14.5,419.0,39194.0,0.4467,230.0,67662.0,106600.0,12052.0,11.6,52253.0,19884.0,2014
Columbia County,Georgia,13,73,1052.0,75.1,100339.0,132362.0,10.0,694.0,68516.0,0.4189,315.0,132362.0,170100.0,21669.0,9.2,100339.0,30411.0,2014
Columbia County,New York,36,21,870.0,82.5,56560.0,62525.0,17.8,572.0,58625.0,0.4527,79.0,62525.0,222800.0,2554.0,8.2,56560.0,32665.0,2014
Columbia County,Oregon,41,9,801.0,79.5,45668.0,49325.0,14.7,447.0,54605.0,0.4219,773.0,49325.0,208700.0,100.0,7.9,45668.0,26316.0,2014
Columbia County,Pennsylvania,42,37,710.0,82.8,64049.0,67089.0,14.7,922.0,46367.0,0.4542,82.0,67089.0,137000.0,1300.0,15.2,64049.0,23913.0,2014
Columbia County,Washington,53,13,704.0,82.2,3720.0,4031.0,23.5,47.0,41071.0,0.4572,52.0,4031.0,147800.0,3.0,8.5,3720.0,23558.0,2014
Columbia County,Wisconsin,55,21,749.0,80.0,54261.0,56659.0,13.7,403.0,58703.0,0.3945,282.0,56659.0,174500.0,876.0,7.6,54261.0,28655.0,2014
Columbiana County,Ohio,39,29,607.0,81.1,101701.0,106622.0,15.2,921.0,43707.0,0.4322,132.0,106622.0,97600.0,2340.0,7.7,101701.0,22573.0,2014
Columbus County,North Carolina,37,47,591.0,79.4,35163.0,57512.0,14.0,266.0,34597.0,0.4737,1832.0,57512.0,83600.0,17451.0,10.1,35163.0,19289.0,2014
Colusa County,California,6,11,864.0,73.9,17439.0,21424.0,11.9,206.0,50503.0,0.4335,286.0,21424.0,174500.0,198.0,10.0,17439.0,22211.0,2014
Comal County,Texas,48,91,975.0,78.4,106233.0,115808.0,15.6,865.0,64987.0,0.4543,498.0,115808.0,209100.0,2282.0,8.0,106233.0,33020.0,2014
Comanche County,Kansas,20,33,515.0,76.6,1847.0,1911.0,24.9,16.0,44417.0,0.3661,32.0,1911.0,64100.0,0.0,3.9,1847.0,22107.0,2014
Comanche County,Oklahoma,40,31,770.0,78.1,80999.0,125647.0,9.0,1570.0,46302.0,0.4403,6641.0,125647.0,114400.0,21169.0,15.5,80999.0,23035.0,2014
Comanche County,Texas,48,93,569.0,78.7,13119.0,13755.0,20.5,31.0,35692.0,0.4372,32.0,13755.0,69300.0,55.0,7.9,13119.0,19125.0,2014
Concho County,Texas,48,95,532.0,91.0,3640.0,4091.0,12.3,0.0,52844.0,0.4428,17.0,4091.0,83300.0,52.0,6.5,3640.0,20503.0,2014
Concordia Parish,Louisiana,22,29,493.0,77.4,11926.0,20609.0,12.7,90.0,29824.0,0.4886,30.0,20609.0,78800.0,8439.0,9.9,11926.0,16931.0,2014
Conecuh County,Alabama,1,35,521.0,79.2,6778.0,12985.0,17.7,79.0,24433.0,0.4952,71.0,12985.0,65800.0,5821.0,9.8,6778.0,15441.0,2014
Conejos County,Colorado,8,21,538.0,75.8,7417.0,8276.0,15.8,63.0,37357.0,0.4257,141.0,8276.0,111000.0,8.0,8.5,7417.0,18247.0,2014
Contra Costa County,California,6,13,1395.0,77.7,671384.0,1081232.0,11.9,12324.0,79799.0,0.4618,5482.0,1081232.0,417400.0,97035.0,9.0,671384.0,38770.0,2014
Converse County,Wyoming,56,9,628.0,77.3,13250.0,13991.0,11.5,117.0,61820.0,0.4055,169.0,13991.0,187200.0,40.0,8.1,13250.0,30380.0,2014
Conway County,Arkansas,5,29,628.0,79.0,18145.0,21175.0,16.1,116.0,37314.0,0.4646,164.0,21175.0,88100.0,2502.0,8.3,18145.0,21742.0,2014
Cook County,Georgia,13,75,674.0,74.5,11794.0,17061.0,12.6,121.0,34230.0,0.4688,24.0,17061.0,83200.0,4692.0,8.2,11794.0,18858.0,2014
Cook County,Illinois,17,31,976.0,78.5,2975596.0,5227827.0,10.6,67603.0,54828.0,0.4982,13278.0,5227827.0,222200.0,1264466.0,10.0,2975596.0,30468.0,2014
Cook County,Minnesota,27,31,656.0,85.4,4534.0,5197.0,21.9,102.0,51913.0,0.4572,366.0,5197.0,243700.0,50.0,5.8,4534.0,33598.0,2014
Cooke County,Texas,48,97,731.0,77.8,35448.0,38558.0,15.1,319.0,51222.0,0.4403,378.0,38558.0,114800.0,998.0,8.9,35448.0,25823.0,2014
Cooper County,Missouri,29,53,638.0,80.2,15770.0,17585.0,13.3,106.0,44102.0,0.4422,38.0,17585.0,125800.0,1006.0,12.5,15770.0,23193.0,2014
Coos County,New Hampshire,33,7,677.0,84.4,31078.0,32202.0,18.5,392.0,42407.0,0.4306,120.0,32202.0,127600.0,351.0,7.1,31078.0,24737.0,2014
Coos County,Oregon,41,11,728.0,83.0,56070.0,62678.0,21.9,668.0,39193.0,0.4662,1913.0,62678.0,172100.0,579.0,8.1,56070.0,22993.0,2014
Coosa County,Alabama,1,37,612.0,83.1,7549.0,11247.0,15.2,12.0,32340.0,0.4341,7.0,11247.0,73100.0,3524.0,8.6,7549.0,17749.0,2014
Copiah County,Mississippi,28,29,628.0,77.2,13385.0,29028.0,12.7,77.0,35199.0,0.4924,3.0,29028.0,80700.0,14960.0,12.0,13385.0,18201.0,2014
Corson County,South Dakota,46,31,427.0,69.2,1262.0,4122.0,10.2,40.0,32892.0,0.5597,2782.0,4122.0,55800.0,11.0,9.7,1262.0,15854.0,2014
Cortland County,New York,36,23,675.0,81.2,46213.0,49231.0,12.9,405.0,48404.0,0.4219,40.0,49231.0,105200.0,955.0,17.3,46213.0,23581.0,2014
Coryell County,Texas,48,99,942.0,74.9,54815.0,76276.0,7.2,901.0,49783.0,0.387,526.0,76276.0,97900.0,11999.0,15.4,54815.0,19410.0,2014
Coshocton County,Ohio,39,31,571.0,78.6,35653.0,36768.0,14.9,234.0,41569.0,0.4134,59.0,36768.0,95600.0,391.0,8.2,35653.0,20799.0,2014
Costilla County,Colorado,8,23,614.0,80.8,3207.0,3578.0,23.3,30.0,33594.0,0.4943,25.0,3578.0,101200.0,0.0,5.6,3207.0,20592.0,2014
Cottle County,Texas,48,101,246.0,76.6,1291.0,1596.0,26.1,19.0,34833.0,0.4114,39.0,1596.0,39300.0,184.0,8.3,1291.0,19813.0,2014
Cotton County,Oklahoma,40,33,590.0,76.9,4904.0,6157.0,16.8,34.0,45877.0,0.4043,531.0,6157.0,74300.0,115.0,8.1,4904.0,21410.0,2014
Cottonwood County,Minnesota,27,33,567.0,77.9,10657.0,11676.0,19.7,145.0,47350.0,0.4338,51.0,11676.0,86500.0,65.0,6.9,10657.0,24275.0,2014
Covington City,Virginia,51,580,600.0,78.0,4818.0,5853.0,14.9,32.0,38176.0,0.4193,0.0,5853.0,66000.0,804.0,9.5,4818.0,21243.0,2014
Covington County,Alabama,1,39,585.0,79.7,32025.0,37881.0,16.7,276.0,36256.0,0.4637,196.0,37881.0,90600.0,4868.0,8.4,32025.0,20941.0,2014
Covington County,Mississippi,28,31,626.0,76.4,12269.0,19495.0,16.9,103.0,32162.0,0.4512,12.0,19495.0,72300.0,6989.0,9.1,12269.0,16733.0,2014
Coweta County,Georgia,13,77,925.0,75.5,101697.0,131419.0,10.4,984.0,61662.0,0.4175,128.0,131419.0,178800.0,23312.0,8.5,101697.0,27462.0,2014
Cowley County,Kansas,20,35,625.0,78.1,31518.0,36201.0,14.5,485.0,42157.0,0.4365,995.0,36201.0,79900.0,1081.0,11.5,31518.0,21848.0,2014
Cowlitz County,Washington,53,15,758.0,78.9,92786.0,102072.0,15.7,908.0,46571.0,0.4367,1233.0,102072.0,175200.0,584.0,8.3,92786.0,24042.0,2014
Craig County,Oklahoma,40,35,605.0,80.2,9851.0,14792.0,15.4,108.0,38273.0,0.42,2515.0,14792.0,88400.0,483.0,8.6,9851.0,19936.0,2014
Craig County,Virginia,51,45,550.0,73.0,5037.0,5206.0,15.2,1.0,46658.0,0.3937,0.0,5206.0,146100.0,10.0,2.4,5037.0,22435.0,2014
Craighead County,Arkansas,5,31,670.0,76.3,82354.0,99835.0,10.8,1150.0,42085.0,0.4831,394.0,99835.0,127400.0,13588.0,12.9,82354.0,23244.0,2014
Crane County,Texas,48,103,635.0,72.6,2879.0,4602.0,11.0,34.0,52451.0,0.437,58.0,4602.0,73800.0,160.0,8.5,2879.0,24344.0,2014
Craven County,North Carolina,37,49,886.0,79.0,73726.0,104574.0,14.1,1425.0,47295.0,0.4406,427.0,104574.0,153500.0,22425.0,15.5,73726.0,24582.0,2014
Crawford County,Arkansas,5,33,615.0,76.2,56515.0,61825.0,13.0,417.0,40712.0,0.4281,983.0,61825.0,107600.0,871.0,8.7,56515.0,20104.0,2014
Crawford County,Georgia,13,79,699.0,79.6,9282.0,12536.0,14.0,155.0,41910.0,0.4181,30.0,12536.0,86100.0,2845.0,8.6,9282.0,21128.0,2014
Crawford County,Illinois,17,33,573.0,82.2,18249.0,19626.0,14.0,77.0,46057.0,0.4436,123.0,19626.0,79100.0,615.0,10.2,18249.0,25613.0,2014
Crawford County,Indiana,18,25,551.0,79.0,10394.0,10646.0,14.8,24.0,40905.0,0.3888,130.0,10646.0,88100.0,29.0,7.3,10394.0,19002.0,2014
Crawford County,Iowa,19,47,500.0,76.3,15800.0,17259.0,14.0,132.0,47437.0,0.4329,40.0,17259.0,87300.0,247.0,9.7,15800.0,23066.0,2014
Crawford County,Kansas,20,37,683.0,79.4,36317.0,39277.0,11.7,663.0,37154.0,0.4613,259.0,39277.0,85000.0,782.0,18.5,36317.0,20854.0,2014
Crawford County,Michigan,26,39,711.0,83.4,13460.0,13941.0,21.3,119.0,42666.0,0.3998,32.0,13941.0,97000.0,68.0,7.2,13460.0,21964.0,2014
Crawford County,Missouri,29,55,610.0,78.3,24126.0,24680.0,15.6,118.0,35829.0,0.4465,174.0,24680.0,106200.0,65.0,7.9,24126.0,19099.0,2014
Crawford County,Ohio,39,33,642.0,78.4,41745.0,43036.0,16.5,340.0,41377.0,0.4162,6.0,43036.0,87100.0,381.0,8.2,41745.0,21938.0,2014
Crawford County,Pennsylvania,42,39,611.0,79.8,84279.0,87801.0,16.2,754.0,43622.0,0.4243,51.0,87801.0,103300.0,1597.0,9.8,84279.0,22421.0,2014
Crawford County,Wisconsin,55,23,572.0,81.2,16106.0,16525.0,17.6,209.0,43638.0,0.415,35.0,16525.0,120100.0,260.0,8.0,16106.0,22801.0,2014
Creek County,Oklahoma,40,37,664.0,77.7,56295.0,70607.0,14.4,393.0,44003.0,0.439,6332.0,70607.0,104800.0,1668.0,8.3,56295.0,22736.0,2014
Crenshaw County,Alabama,1,41,507.0,77.9,10007.0,13938.0,14.2,97.0,37349.0,0.4589,107.0,13938.0,68100.0,3269.0,9.4,10007.0,20366.0,2014
Crisp County,Georgia,13,81,589.0,75.1,12620.0,23403.0,12.6,288.0,36280.0,0.5032,32.0,23403.0,89100.0,10080.0,9.3,12620.0,19455.0,2014
Crittenden County,Arkansas,5,35,681.0,73.0,23000.0,50172.0,10.2,787.0,37781.0,0.4558,73.0,50172.0,101100.0,25693.0,9.5,23000.0,19732.0,2014
Crittenden County,Kentucky,21,55,489.0,78.6,9028.0,9254.0,17.4,26.0,33356.0,0.4628,18.0,9254.0,71800.0,82.0,7.3,9028.0,20548.0,2014
Crockett County,Tennessee,47,33,656.0,78.2,11718.0,14599.0,14.7,92.0,37298.0,0.4257,20.0,14599.0,86200.0,1949.0,8.8,11718.0,19270.0,2014
Crockett County,Texas,48,105,592.0,72.1,2854.0,3871.0,12.5,26.0,51594.0,0.4221,0.0,3871.0,49600.0,6.0,5.6,2854.0,24862.0,2014
Crook County,Oregon,41,13,724.0,81.3,19298.0,20798.0,22.5,172.0,36158.0,0.4205,287.0,20798.0,159800.0,136.0,6.5,19298.0,20533.0,2014
Crook County,Wyoming,56,11,726.0,80.0,7097.0,7155.0,16.6,11.0,58795.0,0.3999,20.0,7155.0,188100.0,4.0,7.4,7097.0,31183.0,2014
Crosby County,Texas,48,107,596.0,73.6,5359.0,6025.0,16.2,23.0,38668.0,0.4695,3.0,6025.0,53100.0,254.0,9.2,5359.0,19740.0,2014
Cross County,Arkansas,5,37,644.0,77.1,13221.0,17595.0,14.6,167.0,37725.0,0.4468,53.0,17595.0,81000.0,3943.0,7.7,13221.0,18919.0,2014
Crow Wing County,Minnesota,27,35,720.0,79.2,60757.0,62900.0,18.3,537.0,49186.0,0.4392,712.0,62900.0,177400.0,480.0,7.4,60757.0,26974.0,2014
Crowley County,Colorado,8,25,600.0,90.3,4621.0,5558.0,8.8,20.0,31534.0,0.4565,151.0,5558.0,73700.0,438.0,14.1,4621.0,11726.0,2014
Culberson County,Texas,48,109,480.0,82.5,2252.0,2325.0,15.8,16.0,35302.0,0.4663,13.0,2325.0,46200.0,16.0,11.7,2252.0,16120.0,2014
Cullman County,Alabama,1,43,621.0,78.8,77079.0,80668.0,14.8,670.0,39415.0,0.4582,354.0,80668.0,107000.0,1096.0,8.8,77079.0,21105.0,2014
Culpeper County,Virginia,51,47,1012.0,77.1,36998.0,47910.0,11.9,429.0,65235.0,0.3974,188.0,47910.0,243400.0,6821.0,8.7,36998.0,28076.0,2014
Cumberland County,Illinois,17,35,510.0,79.3,10697.0,10950.0,15.2,34.0,43825.0,0.4056,31.0,10950.0,87100.0,41.0,7.9,10697.0,22631.0,2014
Cumberland County,Kentucky,21,57,461.0,78.8,6496.0,6829.0,18.4,67.0,30813.0,0.4628,0.0,6829.0,62600.0,229.0,8.4,6496.0,17245.0,2014
Cumberland County,Maine,23,5,956.0,81.2,263363.0,284351.0,13.5,3615.0,59560.0,0.4657,590.0,284351.0,242000.0,7552.0,9.4,263363.0,33844.0,2014
Cumberland County,New Jersey,34,11,978.0,79.2,96899.0,157429.0,10.7,1450.0,50603.0,0.4434,1277.0,157429.0,165700.0,32802.0,9.5,96899.0,22425.0,2014
Cumberland County,North Carolina,37,51,866.0,75.3,168638.0,324002.0,8.6,5357.0,44778.0,0.4368,3991.0,324002.0,128600.0,117148.0,14.0,168638.0,23204.0,2014
Cumberland County,Pennsylvania,42,41,871.0,81.2,215249.0,239420.0,14.1,2378.0,61417.0,0.4265,223.0,239420.0,185900.0,8022.0,10.6,215249.0,32179.0,2014
Cumberland County,Tennessee,47,35,635.0,83.3,55441.0,57064.0,27.3,627.0,38350.0,0.4336,222.0,57064.0,139700.0,319.0,6.8,55441.0,21674.0,2014
Cumberland County,Virginia,51,49,750.0,79.2,6255.0,9916.0,16.2,65.0,41484.0,0.4399,72.0,9916.0,133100.0,3415.0,9.9,6255.0,22922.0,2014
Cuming County,Nebraska,31,39,570.0,77.8,8625.0,9081.0,18.5,73.0,49872.0,0.4191,34.0,9081.0,90700.0,54.0,8.3,8625.0,25363.0,2014
Currituck County,North Carolina,37,53,973.0,79.5,21698.0,24212.0,12.7,148.0,58676.0,0.3808,114.0,24212.0,223600.0,1589.0,7.6,21698.0,26703.0,2014
Curry County,New Mexico,35,9,715.0,75.2,36293.0,50173.0,9.6,585.0,40318.0,0.465,656.0,50173.0,129000.0,3259.0,14.1,36293.0,21886.0,2014
Curry County,Oregon,41,15,825.0,85.8,20615.0,22341.0,28.9,336.0,41939.0,0.4181,447.0,22341.0,211300.0,2.0,6.4,20615.0,24056.0,2014
Custer County,Colorado,8,27,692.0,88.8,4102.0,4274.0,25.9,33.0,32261.0,0.497,0.0,4274.0,215400.0,91.0,5.3,4102.0,25842.0,2014
Custer County,Idaho,16,37,539.0,81.4,4187.0,4284.0,18.6,34.0,39432.0,0.4224,0.0,4284.0,154500.0,0.0,4.8,4187.0,22537.0,2014
Custer County,Montana,30,17,590.0,80.4,11318.0,11869.0,16.5,34.0,46125.0,0.4376,200.0,11869.0,123700.0,42.0,9.0,11318.0,24876.0,2014
Custer County,Nebraska,31,41,578.0,80.0,10551.0,10820.0,18.6,150.0,44336.0,0.4375,7.0,10820.0,83700.0,50.0,7.9,10551.0,26105.0,2014
Custer County,Oklahoma,40,39,614.0,78.2,23782.0,28506.0,11.4,296.0,45056.0,0.457,766.0,28506.0,115100.0,839.0,17.2,23782.0,22993.0,2014
Custer County,South Dakota,46,33,775.0,84.4,7779.0,8358.0,23.3,55.0,50903.0,0.4223,360.0,8358.0,205100.0,16.0,4.7,7779.0,28855.0,2014
Cuyahoga County,Ohio,39,35,736.0,79.4,809281.0,1267513.0,13.6,16541.0,44203.0,0.5008,2978.0,1267513.0,123300.0,375406.0,9.5,809281.0,27892.0,2014
Dade County,Georgia,13,83,649.0,81.5,15843.0,16533.0,14.1,32.0,44992.0,0.4207,152.0,16533.0,116800.0,156.0,12.6,15843.0,21760.0,2014
Dade County,Missouri,29,57,564.0,80.2,7351.0,7678.0,19.4,50.0,36209.0,0.4482,23.0,7678.0,78700.0,43.0,6.5,7351.0,20360.0,2014
Daggett County,Utah,49,9,975.0,87.7,671.0,714.0,25.2,0.0,47188.0,0.429,5.0,714.0,202500.0,0.0,10.4,671.0,24369.0,2014
Dakota County,Minnesota,27,37,955.0,76.6,342532.0,405521.0,9.9,3159.0,74995.0,0.4094,1402.0,405521.0,220500.0,20814.0,8.2,342532.0,35755.0,2014
Dakota County,Nebraska,31,43,672.0,72.4,14612.0,20902.0,10.4,207.0,48508.0,0.4213,527.0,20902.0,107700.0,895.0,9.8,14612.0,20735.0,2014
Dale County,Alabama,1,45,621.0,77.8,37509.0,50013.0,12.4,563.0,44473.0,0.434,192.0,50013.0,103300.0,9712.0,10.7,37509.0,22368.0,2014
Dallam County,Texas,48,111,718.0,71.0,5875.0,6957.0,6.5,86.0,41105.0,0.4321,112.0,6957.0,70700.0,97.0,12.1,5875.0,20528.0,2014
Dallas County,Alabama,1,47,564.0,73.6,12318.0,42743.0,13.2,546.0,26494.0,0.5281,42.0,42743.0,79200.0,29758.0,9.4,12318.0,17614.0,2014
Dallas County,Arkansas,5,39,504.0,75.6,4422.0,7954.0,15.9,118.0,32554.0,0.4288,0.0,7954.0,59700.0,3306.0,7.5,4422.0,18261.0,2014
Dallas County,Iowa,19,49,905.0,73.5,66408.0,72124.0,9.4,533.0,74876.0,0.4289,66.0,72124.0,184400.0,801.0,6.3,66408.0,36677.0,2014
Dallas County,Missouri,29,59,560.0,78.3,15907.0,16632.0,16.9,35.0,38314.0,0.4089,39.0,16632.0,94600.0,8.0,7.3,15907.0,17663.0,2014
Dallas County,Texas,48,113,895.0,74.8,1441979.0,2448943.0,7.9,35157.0,49925.0,0.4971,8590.0,2448943.0,129200.0,542525.0,10.2,1441979.0,27195.0,2014
Dane County,Wisconsin,55,25,912.0,80.3,427117.0,502984.0,9.8,7489.0,62303.0,0.4434,1162.0,502984.0,229000.0,25851.0,13.6,427117.0,33895.0,2014
