County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_15_to_44_percentage
Telfair County,Georgia,77.1154103933062,13,271,41.8
Terrell County,Georgia,73.8546304959187,13,273,34.7
Thomas County,Georgia,75.1690114260441,13,275,36.3
Tift County,Georgia,74.5509325356242,13,277,41.1
Toombs County,Georgia,74.0099217198226,13,279,37.4
Towns County,Georgia,77.7915154476499,13,281,30.8
Treutlen County,Georgia,74.9031831148421,13,283,36.0
Troup County,Georgia,75.0199708516939,13,285,39.8
Turner County,Georgia,72.8469366146032,13,287,35.7
Twiggs County,Georgia,73.9903104118999,13,289,32.4
Union County,Georgia,78.3191047382087,13,291,26.6
Upson County,Georgia,73.0634454812341,13,293,36.0
Walker County,Georgia,74.8726755445435,13,295,36.3
Walton County,Georgia,76.3500790906022,13,297,37.7
Ware County,Georgia,73.6841856458992,13,299,37.8
Warren County,Georgia,74.1341486349798,13,301,32.1
Washington County,Georgia,75.2417260624277,13,303,37.7
Wayne County,Georgia,73.9333969783465,13,305,38.5
Webster County,Georgia,78.3816983844406,13,307,32.4
Wheeler County,Georgia,77.2642870472334,13,309,46.3
White County,Georgia,78.6709389268035,13,311,33.5
Whitfield County,Georgia,77.0741142029924,13,313,40.3
Wilcox County,Georgia,75.185232662392,13,315,40.4
Wilkes County,Georgia,74.4532028572855,13,317,33.2
Wilkinson County,Georgia,73.899468948531,13,319,34.4
Worth County,Georgia,75.3756021723824,13,321,35.3
Hawaii County,Hawaii,79.9425284447821,15,001,34.9
Honolulu County,Hawaii,81.4815425146768,15,003,41.0
Kauai County,Hawaii,81.4003396135632,15,007,35.0
Kalawao County,Hawaii,81.6543838489769,15,005,24.4
Maui County,Hawaii,81.6543838489769,15,009,36.9
Ada County,Idaho,80.5623842009789,16,001,41.4
Adams County,Idaho,80.3383008383321,16,003,25.2
Bannock County,Idaho,77.0815703316482,16,005,42.5
Bear Lake County,Idaho,78.6908575063961,16,007,34.0
Benewah County,Idaho,75.8859597671621,16,009,29.2
Bingham County,Idaho,77.6665768597815,16,011,37.5
Blaine County,Idaho,83.4393094989314,16,013,34.2
Boise County,Idaho,81.5021931629867,16,015,26.2
Bonner County,Idaho,79.1268722534252,16,017,30.3
Bonneville County,Idaho,78.0782835953423,16,019,39.4
Boundary County,Idaho,78.778005160812,16,021,31.9
Butte County,Idaho,78.5234579408874,16,023,31.9
Camas County,Idaho,80.4593265207532,16,025,25.5
Canyon County,Idaho,78.7489164303773,16,027,40.4
Caribou County,Idaho,77.8388667927639,16,029,34.7
Cassia County,Idaho,77.8325520962545,16,031,37.7
Clearwater County,Idaho,78.379963737021,16,035,30.6
Custer County,Idaho,79.951099479515,16,037,26.9
Elmore County,Idaho,77.918383848112,16,039,43.4
Franklin County,Idaho,79.1447410708704,16,041,37.5
Fremont County,Idaho,79.4389751618535,16,043,37.3
Gem County,Idaho,77.6719700457143,16,045,30.9
Gooding County,Idaho,78.253717162963,16,047,36.0
Idaho County,Idaho,79.4547826542974,16,049,29.1
Jefferson County,Idaho,79.4779359870935,16,051,38.8
Jerome County,Idaho,78.1575616125321,16,053,38.5
Kootenai County,Idaho,79.1120709346287,16,055,36.7
Latah County,Idaho,81.4221459137631,16,057,52.1
Lemhi County,Idaho,78.4546129208234,16,059,26.7
Lewis County,Idaho,78.3617255307179,16,061,28.1
Lincoln County,Idaho,77.8110567313034,16,063,37.7
Madison County,Idaho,80.621725401297,16,065,57.9
Minidoka County,Idaho,78.141432021773,16,067,37.0
Nez Perce County,Idaho,77.2504514902428,16,069,36.8
Oneida County,Idaho,79.3973376463542,16,071,32.1
Owyhee County,Idaho,78.6823500532035,16,073,35.6
Payette County,Idaho,77.8043755447408,16,075,35.2
Power County,Idaho,77.8037327635134,16,077,35.3
Shoshone County,Idaho,75.3537133511927,16,079,31.1
Teton County,Idaho,82.5671260543516,16,081,41.1
Twin Falls County,Idaho,77.9385535745854,16,083,38.9
Valley County,Idaho,81.8419253340933,16,085,28.5
Washington County,Idaho,78.2033448393429,16,087,30.1
Adams County,Illinois,78.0555591364872,17,001,35.3
Alexander County,Illinois,73.7122376024094,17,003,31.6
Bond County,Illinois,78.328040242306,17,005,39.3
Boone County,Illinois,79.5933283432418,17,007,37.8
Brown County,Illinois,77.9649694032623,17,009,46.9
Bureau County,Illinois,78.3903488313218,17,011,33.5
Calhoun County,Illinois,78.6746694724148,17,013,31.0
Carroll County,Illinois,78.4788340806577,17,015,31.5
Cass County,Illinois,76.6722980559395,17,017,36.0
Champaign County,Illinois,80.3599077395168,17,019,52.1
Christian County,Illinois,76.8474772233345,17,021,35.9
Clark County,Illinois,76.5964413369319,17,023,34.4
Clay County,Illinois,76.6791255779274,17,025,33.3
Clinton County,Illinois,79.2137711947773,17,027,38.1
Coles County,Illinois,78.0090220455468,17,029,46.0
Cook County,Illinois,79.157632730843,17,031,42.8
Crawford County,Illinois,77.1073405440888,17,033,37.8
Cumberland County,Illinois,78.5009331229403,17,035,34.4
DeKalb County,Illinois,79.5236808933938,17,037,48.3
De Witt County,Illinois,76.730836168955,17,039,34.6
Douglas County,Illinois,78.4747837060648,17,041,36.6
DuPage County,Illinois,82.0870228400336,17,043,38.7
Edgar County,Illinois,76.3416636689184,17,045,33.8
Edwards County,Illinois,76.7425461064023,17,047,33.2
Effingham County,Illinois,78.0519293404532,17,049,36.5
Fayette County,Illinois,77.8973824818473,17,051,37.9
Ford County,Illinois,76.3079639701953,17,053,34.0
Franklin County,Illinois,74.7216371828841,17,055,35.1
Fulton County,Illinois,76.4723359464906,17,057,36.8
Gallatin County,Illinois,73.8309404493299,17,059,32.1
Greene County,Illinois,76.6305162217468,17,061,35.4
Grundy County,Illinois,78.1831270801367,17,063,39.5
Hamilton County,Illinois,76.9686648400877,17,065,33.2
Hancock County,Illinois,79.3939483977973,17,067,31.5
Hardin County,Illinois,74.1872829546433,17,069,35.1
Henderson County,Illinois,78.2607824961669,17,071,29.8
Henry County,Illinois,78.8633621086305,17,073,34.3
Iroquois County,Illinois,76.0686838560546,17,075,33.2
Jackson County,Illinois,78.2238529306992,17,077,49.8
Jasper County,Illinois,78.6303660077961,17,079,32.9
Jefferson County,Illinois,76.4793684714383,17,081,36.5
Jersey County,Illinois,76.8398555245152,17,083,36.1
Jo Daviess County,Illinois,80.5985064595928,17,085,30.1
Johnson County,Illinois,77.830301599502,17,087,38.0
Kane County,Illinois,81.1764982165447,17,089,39.7
Kankakee County,Illinois,76.9224743640989,17,091,38.8
Kendall County,Illinois,81.0822192454337,17,093,42.6
Knox County,Illinois,76.4530799533177,17,095,36.7
Lake County,Illinois,81.233286165799,17,097,38.8
LaSalle County,Illinois,76.9203147479907,17,099,36.1
Lawrence County,Illinois,75.580987197963,17,101,40.4
Lee County,Illinois,77.9323802056279,17,103,36.1
Livingston County,Illinois,76.7108390543287,17,105,36.3
Logan County,Illinois,77.2926126571723,17,107,40.1
McDonough County,Illinois,78.4557472154314,17,109,48.6
McHenry County,Illinois,80.3407060287473,17,111,37.3
McLean County,Illinois,79.766908163326,17,113,46.6
Macon County,Illinois,77.0148354880899,17,115,36.2
Macoupin County,Illinois,77.05419840319,17,117,34.7
Madison County,Illinois,76.5154934783538,17,119,37.9
Marion County,Illinois,74.8214776499557,17,121,34.8
Marshall County,Illinois,76.6665442819204,17,123,31.8
Mason County,Illinois,76.3193685040813,17,125,32.4
Massac County,Illinois,74.8928782075179,17,127,33.0
Menard County,Illinois,78.2678365504556,17,129,33.6
Mercer County,Illinois,78.2412765472682,17,131,32.6
Monroe County,Illinois,80.5116511678593,17,133,34.4
Montgomery County,Illinois,77.1523427111279,17,135,36.5
Morgan County,Illinois,77.1896118620297,17,137,38.1
Moultrie County,Illinois,77.4457908520439,17,139,35.0
Ogle County,Illinois,78.6258891413636,17,141,35.2
Peoria County,Illinois,77.2546679931588,17,143,39.2
Perry County,Illinois,76.8164588050926,17,145,39.1
Piatt County,Illinois,79.0007582016943,17,147,34.1
Pike County,Illinois,77.4125154218844,17,149,34.3
Pope County,Illinois,77.7451228473583,17,151,26.7
Pulaski County,Illinois,74.3189868611745,17,153,33.0
Putnam County,Illinois,78.7812364234101,17,155,30.8
Randolph County,Illinois,77.2678606216655,17,157,38.2
Richland County,Illinois,77.2531551916998,17,159,34.0
Rock Island County,Illinois,77.9320956932001,17,161,36.9
Saint Clair County,Illinois,76.2552331300372,17,163,38.7
Saline County,Illinois,73.7482085471059,17,165,35.4
Sangamon County,Illinois,77.7491183874606,17,167,37.4
Schuyler County,Illinois,77.6095741823402,17,169,33.1
Scott County,Illinois,77.2843042095723,17,171,33.2
Shelby County,Illinois,79.2089117617502,17,173,33.1
Stark County,Illinois,76.6097376551672,17,175,32.3
Stephenson County,Illinois,78.7432526017161,17,177,32.5
Tazewell County,Illinois,78.2725743150662,17,179,36.6
Union County,Illinois,75.8723955567275,17,181,33.8
Vermilion County,Illinois,75.1124484854821,17,183,35.6
Wabash County,Illinois,77.7827054848031,17,185,34.4
Warren County,Illinois,78.0481878343776,17,187,38.5
Washington County,Illinois,78.4912721636025,17,189,34.0
Wayne County,Illinois,76.9666743433746,17,191,33.4
White County,Illinois,75.2679042005485,17,193,32.8
Whiteside County,Illinois,77.9074910103982,17,195,34.3
Will County,Illinois,79.623864604701,17,197,39.9
Williamson County,Illinois,76.6567810997299,17,199,36.9
Winnebago County,Illinois,76.7404079763326,17,201,37.1
Woodford County,Illinois,79.7338721243492,17,203,35.2
Adams County,Indiana,78.4062056414824,18,001,35.6
Allen County,Indiana,77.1184562486351,18,003,39.6
Bartholomew County,Indiana,77.6368890844439,18,005,38.8
Benton County,Indiana,77.5239716021756,18,007,34.6
Blackford County,Indiana,75.3967305759086,18,009,33.2
Boone County,Indiana,78.4355457877624,18,011,37.0
Brown County,Indiana,78.8505089127972,18,013,29.6
Carroll County,Indiana,79.0461140279017,18,015,34.8
Cass County,Indiana,76.4155522812518,18,017,36.9
Clark County,Indiana,75.0518938479591,18,019,39.5
Clay County,Indiana,75.9323336532673,18,021,36.2
Clinton County,Indiana,76.3473297229287,18,023,36.2
Crawford County,Indiana,74.7835221852556,18,025,33.8
Daviess County,Indiana,76.1257190897335,18,027,36.8
Dearborn County,Indiana,77.1523365765038,18,029,35.4
Decatur County,Indiana,76.6065089899634,18,031,37.0
DeKalb County,Indiana,76.8812411864026,18,033,36.7
Delaware County,Indiana,75.2689645261902,18,035,44.5
Dubois County,Indiana,78.5848466105183,18,037,35.6
Elkhart County,Indiana,78.2422213348993,18,039,38.6
Fayette County,Indiana,73.2087453450096,18,041,35.1
Floyd County,Indiana,76.2710399606671,18,043,37.8
Fountain County,Indiana,76.0967879709921,18,045,34.7
Franklin County,Indiana,77.8939739279784,18,047,34.8
Fulton County,Indiana,75.6887770465186,18,049,34.1
Gibson County,Indiana,77.1347614661409,18,051,36.3
Grant County,Indiana,74.7686510123943,18,053,38.1
Greene County,Indiana,76.185370389545,18,055,34.5
Hamilton County,Indiana,81.5537810038123,18,057,39.5
Hancock County,Indiana,78.1833909979154,18,059,36.9
Harrison County,Indiana,76.7637183012055,18,061,35.0
Hendricks County,Indiana,79.2969869671896,18,063,39.9
Henry County,Indiana,75.1557046187798,18,065,37.0
Howard County,Indiana,75.0396098594706,18,067,35.4
Huntington County,Indiana,76.843281137231,18,069,37.9
Jackson County,Indiana,75.3484149574253,18,071,37.9
Jasper County,Indiana,77.0111364633553,18,073,37.1
Jay County,Indiana,75.3225726610201,18,075,35.3
Jefferson County,Indiana,75.1494097616655,18,077,38.8
Jennings County,Indiana,73.9693600436412,18,079,37.1
Johnson County,Indiana,77.9319760567759,18,081,39.9
Knox County,Indiana,75.359604783233,18,083,39.7
Kosciusko County,Indiana,77.9759814704766,18,085,38.0
LaGrange County,Indiana,78.8489190816116,18,087,37.4
Lake County,Indiana,76.141144551419,18,089,38.1
LaPorte County,Indiana,75.7697358625553,18,091,37.9
Lawrence County,Indiana,75.7738528069243,18,093,34.8
Madison County,Indiana,75.2533570590286,18,095,37.7
Marion County,Indiana,75.7615013990357,18,097,42.9
Marshall County,Indiana,78.289885730806,18,099,35.9
Martin County,Indiana,77.00069914002,18,101,34.4
Miami County,Indiana,76.4386080008385,18,103,38.7
Monroe County,Indiana,79.8990716368073,18,105,54.8
Montgomery County,Indiana,76.9734069831095,18,107,36.5
Morgan County,Indiana,76.3880453658001,18,109,35.6
Newton County,Indiana,76.283509979691,18,111,35.7
Noble County,Indiana,76.8636950036273,18,113,37.6
Ohio County,Indiana,77.1749458140659,18,115,32.0
Orange County,Indiana,75.6359814286848,18,117,34.8
Owen County,Indiana,75.9317282037022,18,119,33.0
Parke County,Indiana,77.8551585647584,18,121,36.2
Perry County,Indiana,76.872187854762,18,123,36.8
Pike County,Indiana,76.2656911941059,18,125,33.3
Porter County,Indiana,78.1023092322929,18,127,38.9
Posey County,Indiana,78.1948673386215,18,129,35.1
Pulaski County,Indiana,75.5337366344658,18,131,34.6
Putnam County,Indiana,77.513462153906,18,133,41.4
Randolph County,Indiana,75.9955099292241,18,135,34.7
Ripley County,Indiana,76.6786184213122,18,137,35.7
Rush County,Indiana,75.7747683197417,18,139,35.2
Saint Joseph County,Indiana,76.9280841152533,18,141,40.1
Scott County,Indiana,71.7793997176809,18,143,36.9
Shelby County,Indiana,76.7670703382821,18,145,35.7
Spencer County,Indiana,78.1060419523875,18,147,33.9
Starke County,Indiana,73.7937843200375,18,149,35.0
Steuben County,Indiana,78.6949100917122,18,151,36.0
Sullivan County,Indiana,75.1200188595805,18,153,38.7
Switzerland County,Indiana,75.4004572635387,18,155,34.5
Tippecanoe County,Indiana,79.1435463009051,18,157,52.2
Tipton County,Indiana,77.7473377077031,18,159,33.9
Union County,Indiana,75.9632359500566,18,161,35.5
Vanderburgh County,Indiana,76.1675819006606,18,163,39.7
Vermillion County,Indiana,74.8502861663619,18,165,34.7
Vigo County,Indiana,75.7145644381981,18,167,43.2
Wabash County,Indiana,75.8889509245659,18,169,36.2
Warren County,Indiana,78.4461994137781,18,171,32.5
Warrick County,Indiana,78.5857950061115,18,173,35.8
Washington County,Indiana,74.6414175232495,18,175,35.7
Wayne County,Indiana,74.3338733785861,18,177,36.2
Wells County,Indiana,77.9214866340531,18,179,34.8
White County,Indiana,76.9014590005706,18,181,33.8
Whitley County,Indiana,78.6749626069212,18,183,35.3
Adair County,Iowa,78.0811397489124,19,001,31.4
Adams County,Iowa,78.262211852725,19,003,30.7
Allamakee County,Iowa,79.1578888531795,19,005,30.9
Appanoose County,Iowa,76.6869177760963,19,007,31.5
Audubon County,Iowa,78.4300927064988,19,009,29.7
Benton County,Iowa,80.3309943339669,19,011,33.7
Black Hawk County,Iowa,78.5930977209139,19,013,43.0
Boone County,Iowa,78.5035645066814,19,015,36.4
Bremer County,Iowa,81.5256046873392,19,017,38.2
Buchanan County,Iowa,78.9216697892563,19,019,34.4
Buena Vista County,Iowa,79.973713676688,19,021,38.9
Butler County,Iowa,78.9178811329782,19,023,32.0
Calhoun County,Iowa,78.4819058192929,19,025,32.3
Carroll County,Iowa,79.5282919123936,19,027,32.7
Cass County,Iowa,77.136387620242,19,029,31.7
Cedar County,Iowa,80.9365180717705,19,031,33.7
Cerro Gordo County,Iowa,78.6051535674251,19,033,33.6
Cherokee County,Iowa,79.3259095082494,19,035,30.8
Chickasaw County,Iowa,79.6161742574868,19,037,31.7
Clarke County,Iowa,77.2379717359897,19,039,33.6
Clay County,Iowa,79.5487789169896,19,041,33.4
Clayton County,Iowa,80.3298395563518,19,043,30.3
Clinton County,Iowa,77.7074693155132,19,045,34.1
Crawford County,Iowa,79.0264001299655,19,047,36.3
Dallas County,Iowa,82.1243909626283,19,049,41.3
Davis County,Iowa,78.9421565557115,19,051,33.4
Decatur County,Iowa,78.1202832968409,19,053,40.2
Delaware County,Iowa,80.1949593435348,19,055,32.5
Des Moines County,Iowa,78.026963716468,19,057,34.3
Dickinson County,Iowa,80.579010326073,19,059,30.6
Dubuque County,Iowa,80.1141040504058,19,061,37.8
Emmet County,Iowa,78.5303208873619,19,063,34.9
Fayette County,Iowa,78.475251602752,19,065,33.6
Floyd County,Iowa,79.408582140531,19,067,31.9
Franklin County,Iowa,79.5748805197427,19,069,32.7
Fremont County,Iowa,77.8324153664602,19,071,31.0
Greene County,Iowa,78.5988168813813,19,073,31.5
Grundy County,Iowa,80.4356536862476,19,075,33.1
Guthrie County,Iowa,79.2599230077317,19,077,31.0
Hamilton County,Iowa,79.8534043611743,19,079,33.7
Hancock County,Iowa,80.4966677270879,19,081,32.0
Hardin County,Iowa,79.0417825551162,19,083,33.9
Harrison County,Iowa,77.1904751293824,19,085,32.9
Henry County,Iowa,78.5868703249332,19,087,37.1
Howard County,Iowa,79.0974009142343,19,089,32.2
Humboldt County,Iowa,79.57982460758,19,091,32.6
Ida County,Iowa,78.1415939399116,19,093,30.9
Iowa County,Iowa,79.4406230461752,19,095,33.9
Jackson County,Iowa,78.8871755150653,19,097,32.4
Jasper County,Iowa,79.0375990221708,19,099,34.7
Jefferson County,Iowa,79.9189156141171,19,101,38.8
Johnson County,Iowa,82.2822944126182,19,103,52.0
Jones County,Iowa,80.5144603092609,19,105,34.5
Keokuk County,Iowa,79.5160124468944,19,107,32.4
Kossuth County,Iowa,80.4770560979845,19,109,30.9
Lee County,Iowa,76.2751575520909,19,111,34.3
Linn County,Iowa,80.2303424015715,19,113,39.9
Louisa County,Iowa,78.5788470550303,19,115,36.2
Lucas County,Iowa,78.1114617832566,19,117,31.6
Lyon County,Iowa,80.8927150722829,19,119,34.1
Madison County,Iowa,79.2701308214249,19,121,34.1
Mahaska County,Iowa,78.6642596738887,19,123,36.2
Marion County,Iowa,78.7389493680463,19,125,36.9
Marshall County,Iowa,77.161211336891,19,127,35.6
Mills County,Iowa,78.141341612534,19,129,33.6
Mitchell County,Iowa,80.1010721303503,19,131,31.5
Monona County,Iowa,76.6889621347075,19,133,31.6
Monroe County,Iowa,76.7435432105546,19,135,33.7
Montgomery County,Iowa,77.1130147460912,19,137,32.1
Muscatine County,Iowa,78.6192649746483,19,139,37.3
O'Brien County,Iowa,79.0116316231126,19,141,32.6
Osceola County,Iowa,79.744479354224,19,143,31.2
Page County,Iowa,78.0318646885175,19,145,34.8
Palo Alto County,Iowa,78.7354521514244,19,147,34.0
Plymouth County,Iowa,80.0398072711535,19,149,34.0
Pocahontas County,Iowa,77.6099766517486,19,151,29.7
Polk County,Iowa,78.8638020999168,19,153,41.9
Pottawattamie County,Iowa,77.7078560944376,19,155,36.9
Poweshiek County,Iowa,79.0642909922253,19,157,38.5
Ringgold County,Iowa,77.8449231237129,19,159,30.6
Sac County,Iowa,78.782643173981,19,161,30.3
Scott County,Iowa,78.8689353561669,19,163,38.6
Shelby County,Iowa,79.8301050047321,19,165,29.8
Sioux County,Iowa,82.8281480858219,19,167,40.4
Story County,Iowa,82.0258731485556,19,169,56.6
Tama County,Iowa,78.2155150089854,19,171,32.9
Taylor County,Iowa,78.647341651423,19,173,32.7
Union County,Iowa,77.5095653038828,19,175,35.5
Van Buren County,Iowa,77.3457206170292,19,177,31.0
Wapello County,Iowa,76.667273184577,19,179,37.5
Warren County,Iowa,79.6052568343068,19,181,37.7
Washington County,Iowa,79.3371274203564,19,183,34.1
Wayne County,Iowa,77.1368005099372,19,185,31.0
Webster County,Iowa,76.9181760396132,19,187,38.1
Winnebago County,Iowa,79.5818527265812,19,189,35.2
Winneshiek County,Iowa,81.9956172344947,19,191,38.6
Woodbury County,Iowa,77.4667437631092,19,193,39.4
Worth County,Iowa,78.7732666745037,19,195,33.0
Wright County,Iowa,79.2401867184599,19,197,31.7
Allen County,Kansas,75.7961296328286,20,001,34.9
Anderson County,Kansas,77.3096567417183,20,003,32.6
Atchison County,Kansas,76.8634036874542,20,005,39.5
Barber County,Kansas,75.9842631826887,20,007,30.4
Barton County,Kansas,77.4904112152262,20,009,35.8
Bourbon County,Kansas,75.5172458415005,20,011,35.1
Brown County,Kansas,76.122641688442,20,013,31.5
Butler County,Kansas,77.3048957452463,20,015,37.9
Chase County,Kansas,77.3094374993631,20,017,31.0
Chautauqua County,Kansas,75.6653212051809,20,019,29.8
Cherokee County,Kansas,74.1451587888701,20,021,34.4
Cheyenne County,Kansas,79.7416802282723,20,023,29.7
Clark County,Kansas,78.1679514583678,20,025,31.1
Clay County,Kansas,78.9384258226644,20,027,32.1
Cloud County,Kansas,76.8230472290077,20,029,34.3
Coffey County,Kansas,76.9577152690927,20,031,33.7
Comanche County,Kansas,74.8230473772719,20,033,31.8
Cowley County,Kansas,75.1769842432043,20,035,38.0
Crawford County,Kansas,75.6698696426118,20,037,44.8
Decatur County,Kansas,78.342794934689,20,039,27.2
Dickinson County,Kansas,77.4518075646912,20,041,34.5
Doniphan County,Kansas,78.0990196970415,20,043,39.1
Douglas County,Kansas,80.3148330549871,20,045,53.5
Edwards County,Kansas,75.8254643685623,20,047,31.3
Elk County,Kansas,75.4228928636308,20,049,25.8
Ellis County,Kansas,79.1267364203483,20,051,45.4
Ellsworth County,Kansas,77.285408902692,20,053,36.6
Finney County,Kansas,78.6832438085302,20,055,40.8
Ford County,Kansas,77.7764202200801,20,057,41.0
Franklin County,Kansas,76.8980145266538,20,059,35.9
Geary County,Kansas,75.7325989254904,20,061,51.8
Gove County,Kansas,78.9994965148148,20,063,27.7
Graham County,Kansas,78.8256740777329,20,065,27.3
Grant County,Kansas,77.6012127288512,20,067,39.1
Gray County,Kansas,78.5625442438442,20,069,37.0
Greeley County,Kansas,77.4297545273833,20,071,28.8
Greenwood County,Kansas,75.6273086774015,20,073,29.1
Hamilton County,Kansas,76.5859680636821,20,075,37.4
Harper County,Kansas,74.8164897442563,20,077,31.6
Harvey County,Kansas,78.2910352438524,20,079,36.0
Haskell County,Kansas,78.4665451968959,20,081,38.6
Hodgeman County,Kansas,79.1754577514837,20,083,31.7
Jackson County,Kansas,77.6656400541727,20,085,33.4
Jefferson County,Kansas,78.3531580202094,20,087,32.3
Jewell County,Kansas,78.6304726992006,20,089,26.4
Johnson County,Kansas,81.4004138800271,20,091,39.8
Kearny County,Kansas,77.1268834305723,20,093,38.0
Kingman County,Kansas,74.6581381530606,20,095,31.5
Kiowa County,Kansas,78.626574001732,20,097,35.6
Labette County,Kansas,74.857804407408,20,099,34.2
Lane County,Kansas,76.0885101218879,20,101,35.5
Leavenworth County,Kansas,78.751027029372,20,103,40.8
Lincoln County,Kansas,78.421504967925,20,105,29.6
Linn County,Kansas,77.0689639336192,20,107,32.5
Logan County,Kansas,77.9291998338467,20,109,33.9
Lyon County,Kansas,78.3682767829173,20,111,44.0
McPherson County,Kansas,77.9462276566495,20,113,35.8
Marion County,Kansas,78.1109903362761,20,115,32.2
Marshall County,Kansas,78.5009900629576,20,117,30.9
Meade County,Kansas,78.0559289657112,20,119,34.9
Miami County,Kansas,79.0578424360307,20,121,33.7
Mitchell County,Kansas,77.8753455212892,20,123,33.7
Montgomery County,Kansas,74.9343686956559,20,125,34.8
Morris County,Kansas,78.2783422056036,20,127,29.7
Morton County,Kansas,76.3487361461559,20,129,35.5
Nemaha County,Kansas,79.1440100364849,20,131,33.1
Neosho County,Kansas,76.3360708324616,20,133,34.1
Ness County,Kansas,77.5690539442575,20,135,27.7
Norton County,Kansas,78.3331397161034,20,137,37.3
Osage County,Kansas,76.8977431330722,20,139,32.8
Osborne County,Kansas,77.7845505183051,20,141,29.8
Ottawa County,Kansas,76.7996231440693,20,143,33.3
Pawnee County,Kansas,76.5005682858623,20,145,35.1
Phillips County,Kansas,77.6002187894733,20,147,31.5
Pottawatomie County,Kansas,79.6350783270286,20,149,38.1
Pratt County,Kansas,77.1617135972764,20,151,35.6
Rawlins County,Kansas,78.3916947397136,20,153,28.2
Reno County,Kansas,77.2667460843186,20,155,36.3
Republic County,Kansas,77.8788687159204,20,157,27.0
Rice County,Kansas,76.2753845880505,20,159,36.2
Riley County,Kansas,80.6584894992662,20,161,62.5
Rooks County,Kansas,77.7052623173995,20,163,32.6
Rush County,Kansas,76.9861392214814,20,165,28.2
Russell County,Kansas,78.0304497540558,20,167,30.7
Saline County,Kansas,77.6883743496995,20,169,37.7
Scott County,Kansas,78.5341272727461,20,171,37.2
Sedgwick County,Kansas,77.1677455537699,20,173,40.0
Seward County,Kansas,77.7503279510539,20,175,42.8
Shawnee County,Kansas,77.0170216775851,20,177,36.8
Sheridan County,Kansas,78.9827922588643,20,179,30.6
Sherman County,Kansas,77.2907845533393,20,181,37.8
Smith County,Kansas,78.1551531740322,20,183,26.7
Stafford County,Kansas,76.6114095777914,20,185,32.0
Stanton County,Kansas,78.4005274424325,20,187,29.2
Stevens County,Kansas,77.7152052385473,20,189,36.5
Sumner County,Kansas,76.4535211929398,20,191,34.0
Thomas County,Kansas,78.0514779900795,20,193,39.9
Trego County,Kansas,77.6721084114231,20,195,32.0
Wabaunsee County,Kansas,78.6127190158048,20,197,32.3
Wallace County,Kansas,79.8595374958064,20,199,33.1
Washington County,Kansas,79.0774692134267,20,201,30.1
Wichita County,Kansas,78.668692510767,20,203,32.6
Wilson County,Kansas,75.3833763134334,20,205,31.5
Woodson County,Kansas,75.1480269593545,20,207,29.2
Wyandotte County,Kansas,75.5376909913176,20,209,40.8
Adair County,Kentucky,76.3245577659512,21,001,39.2
Allen County,Kentucky,74.843909575268,21,003,36.3
Anderson County,Kentucky,75.7682796961294,21,005,36.8
Ballard County,Kentucky,74.6553719541995,21,007,34.1
Barren County,Kentucky,75.456625574196,21,009,36.3
Bath County,Kentucky,72.9701367501876,21,011,35.7
Bell County,Kentucky,70.8267217044899,21,013,36.4
Boone County,Kentucky,78.6495245947593,21,015,39.3
Bourbon County,Kentucky,75.6521564610924,21,017,35.2
Boyd County,Kentucky,74.0563147645224,21,019,36.2
Boyle County,Kentucky,76.59368285758,21,021,39.2
Bracken County,Kentucky,73.718323270875,21,023,35.5
Breathitt County,Kentucky,69.2609605128975,21,025,38.1
Breckinridge County,Kentucky,75.2389272164982,21,027,33.5
Bullitt County,Kentucky,77.8882711549783,21,029,38.5
Butler County,Kentucky,74.7184072222347,21,031,36.4
Caldwell County,Kentucky,74.8268742312763,21,033,34.8
Calloway County,Kentucky,76.862716555691,21,035,45.4
Campbell County,Kentucky,77.1498339900952,21,037,40.6
Carlisle County,Kentucky,74.9087814583075,21,039,34.6
Carroll County,Kentucky,72.0148573351565,21,041,37.5
Carter County,Kentucky,73.6288371443813,21,043,36.8
Casey County,Kentucky,74.4333092348352,21,045,35.5
Christian County,Kentucky,74.9424189914068,21,047,46.3
Clark County,Kentucky,74.5092629454742,21,049,36.2
Clay County,Kentucky,70.563081908271,21,051,40.7
Clinton County,Kentucky,73.3985556532123,21,053,35.2
Crittenden County,Kentucky,74.2015185440368,21,055,33.6
Cumberland County,Kentucky,73.381908142814,21,057,31.9
Daviess County,Kentucky,76.6570136775688,21,059,37.1
Edmonson County,Kentucky,76.0844186435652,21,061,36.7
Elliott County,Kentucky,75.2441125185792,21,063,39.1
Estill County,Kentucky,71.7780145171002,21,065,35.1
Fayette County,Kentucky,78.2035829700602,21,067,46.3
Fleming County,Kentucky,73.3210173729638,21,069,35.3
Floyd County,Kentucky,70.4392039445397,21,071,36.7
Franklin County,Kentucky,75.9049645319759,21,073,37.7
Fulton County,Kentucky,72.0140308328663,21,075,35.2
Gallatin County,Kentucky,72.2162006881891,21,077,36.8
Garrard County,Kentucky,76.9282776445789,21,079,34.0
Grant County,Kentucky,73.9418367348515,21,081,38.2
Graves County,Kentucky,75.0222143863131,21,083,35.9
Grayson County,Kentucky,73.4013115187795,21,085,36.4
Green County,Kentucky,75.4644041062953,21,087,34.0
Greenup County,Kentucky,74.4307057552755,21,089,34.1
Hancock County,Kentucky,75.9145445895689,21,091,35.2
