County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_60_and_over
Taylor County,Georgia,74.951894748469,13,269,15.2
Telfair County,Georgia,77.2167856486671,13,271,10.8
Terrell County,Georgia,74.1184441419523,13,273,14.6
Thomas County,Georgia,75.421638660751,13,275,14.4
Tift County,Georgia,75.1145113471516,13,277,11.7
Toombs County,Georgia,74.3077119218903,13,279,12.5
Towns County,Georgia,77.8388989997476,13,281,31.0
Treutlen County,Georgia,75.3126646406623,13,283,15.7
Troup County,Georgia,75.2649957965081,13,285,11.5
Turner County,Georgia,73.6556082234005,13,287,14.7
Twiggs County,Georgia,74.2540456871956,13,289,17.1
Union County,Georgia,78.3529083964571,13,291,28.9
Upson County,Georgia,73.4150444672584,13,293,15.0
Walker County,Georgia,74.9581268639558,13,295,13.9
Walton County,Georgia,76.4248015912166,13,297,12.2
Ware County,Georgia,73.990969495044,13,299,13.1
Warren County,Georgia,74.3353854609358,13,301,17.6
Washington County,Georgia,75.4657894840954,13,303,12.3
Wayne County,Georgia,74.2533588163464,13,305,12.3
Webster County,Georgia,78.6200171926009,13,307,16.1
Wheeler County,Georgia,76.7946226180316,13,309,7.8
White County,Georgia,78.5154915927327,13,311,18.7
Whitfield County,Georgia,77.204149725482,13,313,10.9
Wilcox County,Georgia,75.2621635639276,13,315,11.8
Wilkes County,Georgia,74.9946507490401,13,317,19.1
Wilkinson County,Georgia,74.0706208537138,13,319,15.0
Worth County,Georgia,75.9791174696686,13,321,14.6
Hawaii County,Hawaii,80.1318361847079,15,001,16.0
Honolulu County,Hawaii,81.4925661979594,15,003,13.3
Kauai County,Hawaii,81.3428977555267,15,007,15.2
Kalawao County,Hawaii,81.5525217729432,15,005,7.1
Maui County,Hawaii,81.5525217729432,15,009,13.4
Ada County,Idaho,80.6255477938808,16,001,10.8
Adams County,Idaho,80.5863175909013,16,003,24.3
Bannock County,Idaho,77.2361541024289,16,005,11.2
Bear Lake County,Idaho,78.8065884388504,16,007,18.7
Benewah County,Idaho,75.8856713159137,16,009,20.5
Bingham County,Idaho,77.8357668240957,16,011,11.8
Blaine County,Idaho,83.8368181654119,16,013,15.2
Boise County,Idaho,81.5717488374485,16,015,22.5
Bonner County,Idaho,78.9952602060233,16,017,20.2
Bonneville County,Idaho,78.3080529280108,16,019,10.5
Boundary County,Idaho,78.5577227606745,16,021,20.1
Butte County,Idaho,78.539300006659,16,023,19.2
Camas County,Idaho,80.7309214718219,16,025,23.4
Canyon County,Idaho,78.8864173221514,16,027,11.2
Caribou County,Idaho,78.1347786797646,16,029,15.0
Cassia County,Idaho,77.9335935434406,16,031,11.8
Clearwater County,Idaho,78.3736816793976,16,035,22.6
Custer County,Idaho,80.2682245605936,16,037,20.4
Elmore County,Idaho,78.1686898993817,16,039,10.6
Franklin County,Idaho,79.6417323602015,16,041,12.9
Fremont County,Idaho,79.6202343812322,16,043,14.7
Gem County,Idaho,78.0718706891724,16,045,20.3
Gooding County,Idaho,78.3713210428447,16,047,15.6
Idaho County,Idaho,79.3438641299381,16,049,23.0
Jefferson County,Idaho,79.5431760925964,16,051,9.7
Jerome County,Idaho,78.0871897826278,16,053,11.0
Kootenai County,Idaho,79.0342264467305,16,055,15.4
Latah County,Idaho,81.2918703762464,16,057,10.2
Lemhi County,Idaho,78.800965054059,16,059,26.5
Lewis County,Idaho,78.2795990567073,16,061,22.8
Lincoln County,Idaho,77.8863265157536,16,063,11.1
Madison County,Idaho,80.8416546964326,16,065,5.8
Minidoka County,Idaho,78.3647896627557,16,067,14.1
Nez Perce County,Idaho,77.4341690889951,16,069,17.0
Oneida County,Idaho,79.300372655971,16,071,17.9
Owyhee County,Idaho,78.4859466318905,16,073,16.0
Payette County,Idaho,77.9761779579682,16,075,15.5
Power County,Idaho,78.0124898743236,16,077,13.6
Shoshone County,Idaho,75.3102234426062,16,079,19.8
Teton County,Idaho,82.7261624096339,16,081,7.5
Twin Falls County,Idaho,77.8659532150206,16,083,13.3
Valley County,Idaho,81.9115795042016,16,085,20.6
Washington County,Idaho,78.4912039214853,16,087,22.4
Adams County,Illinois,78.1718694913787,17,001,16.0
Alexander County,Illinois,73.9454754329116,17,003,16.4
Bond County,Illinois,78.1568072378127,17,005,13.6
Boone County,Illinois,79.4535656064282,17,007,11.9
Brown County,Illinois,78.2336263401057,17,009,9.2
Bureau County,Illinois,78.5429823248364,17,011,17.2
Calhoun County,Illinois,78.9652179588437,17,013,19.8
Carroll County,Illinois,78.6123786178153,17,015,21.1
Cass County,Illinois,76.7729402418154,17,017,13.5
Champaign County,Illinois,80.4285252208283,17,019,9.3
Christian County,Illinois,77.1226682083106,17,021,15.4
Clark County,Illinois,76.5988184247138,17,023,15.9
Clay County,Illinois,76.7864976814781,17,025,15.9
Clinton County,Illinois,79.3328781864294,17,027,13.2
Coles County,Illinois,78.0798636122915,17,029,13.1
Cook County,Illinois,79.1069839681418,17,031,10.8
Crawford County,Illinois,77.299309526476,17,033,14.6
Cumberland County,Illinois,78.4522093933998,17,035,15.5
DeKalb County,Illinois,79.5299982090179,17,037,9.6
De Witt County,Illinois,76.9462905740491,17,039,15.2
Douglas County,Illinois,78.6067972023928,17,041,14.3
DuPage County,Illinois,81.9525699982813,17,043,11.4
Edgar County,Illinois,76.7553626478681,17,045,17.0
Edwards County,Illinois,76.7109576896483,17,047,16.2
Effingham County,Illinois,78.1593537829625,17,049,13.8
Fayette County,Illinois,78.0583952133554,17,051,14.4
Ford County,Illinois,76.4711795706787,17,053,16.0
Franklin County,Illinois,74.8652339042314,17,055,16.9
Fulton County,Illinois,76.7728680560638,17,057,15.7
Gallatin County,Illinois,74.4603026821435,17,059,21.2
Greene County,Illinois,76.9318538829235,17,061,16.4
Grundy County,Illinois,78.300946206527,17,063,11.0
Hamilton County,Illinois,76.9473046835944,17,065,17.9
Hancock County,Illinois,79.3708557350261,17,067,19.6
Hardin County,Illinois,74.4652235575907,17,069,19.6
Henderson County,Illinois,78.3288645357404,17,071,21.3
Henry County,Illinois,78.991279310889,17,073,16.3
Iroquois County,Illinois,76.390270621341,17,075,17.8
Jackson County,Illinois,78.3086280524203,17,077,10.9
Jasper County,Illinois,78.707075576555,17,079,16.3
Jefferson County,Illinois,76.4928489076367,17,081,14.8
Jersey County,Illinois,77.1416546767785,17,083,15.6
Jo Daviess County,Illinois,80.6789413587746,17,085,22.2
Johnson County,Illinois,77.8282989608352,17,087,15.9
Kane County,Illinois,81.0243555773006,17,089,10.0
Kankakee County,Illinois,77.0391068467144,17,091,12.9
Kendall County,Illinois,81.0047331142036,17,093,7.2
Knox County,Illinois,76.6531014428048,17,095,16.9
Lake County,Illinois,81.2325803822019,17,097,10.4
LaSalle County,Illinois,77.175099317027,17,099,14.9
Lawrence County,Illinois,75.4513177516908,17,101,11.8
Lee County,Illinois,78.1025180764387,17,103,14.9
Livingston County,Illinois,77.0575106229881,17,105,14.3
Logan County,Illinois,77.5503645192857,17,107,13.9
McDonough County,Illinois,78.7488539333207,17,109,12.8
McHenry County,Illinois,80.2002761177025,17,111,10.5
McLean County,Illinois,79.9259894018527,17,113,9.9
Macon County,Illinois,77.2144932466898,17,115,15.7
Macoupin County,Illinois,77.2627131359827,17,117,16.3
Madison County,Illinois,76.9038166237458,17,119,13.4
Marion County,Illinois,75.1158694867116,17,121,16.1
Marshall County,Illinois,77.0362661397454,17,123,19.5
Mason County,Illinois,76.4368783701669,17,125,18.1
Massac County,Illinois,74.823494677358,17,127,17.6
Menard County,Illinois,78.5851596552448,17,129,15.6
Mercer County,Illinois,78.7619435183447,17,131,18.2
Monroe County,Illinois,80.4439200947907,17,133,13.9
Montgomery County,Illinois,77.2016881800359,17,135,15.1
Morgan County,Illinois,77.5010870801158,17,137,15.0
Moultrie County,Illinois,77.5170590015215,17,139,16.4
Ogle County,Illinois,78.8347881088827,17,141,15.3
Peoria County,Illinois,77.4458886365215,17,143,13.0
Perry County,Illinois,77.0207003474588,17,145,13.5
Piatt County,Illinois,79.2255166061693,17,147,16.4
Pike County,Illinois,77.9557186065726,17,149,17.2
Pope County,Illinois,77.7510962228488,17,151,22.3
Pulaski County,Illinois,74.3372309222475,17,153,17.6
Putnam County,Illinois,79.0907664028631,17,155,18.2
Randolph County,Illinois,77.4622195300788,17,157,13.6
Richland County,Illinois,77.3592499455493,17,159,17.1
Rock Island County,Illinois,78.1173629087226,17,161,15.2
Saint Clair County,Illinois,76.4864555084529,17,163,11.7
Saline County,Illinois,73.8012606035715,17,165,16.5
Sangamon County,Illinois,77.9373603619151,17,167,13.1
Schuyler County,Illinois,77.9259815147952,17,169,16.9
Scott County,Illinois,77.5687684599841,17,171,16.7
Shelby County,Illinois,79.2458326477064,17,173,18.2
Stark County,Illinois,77.037204493342,17,175,21.3
Stephenson County,Illinois,78.9502304247887,17,177,18.1
Tazewell County,Illinois,78.2991278384234,17,179,14.7
Union County,Illinois,76.0279937929639,17,181,17.8
Vermilion County,Illinois,75.4295301792222,17,183,15.2
Wabash County,Illinois,78.0842230311408,17,185,16.8
Warren County,Illinois,78.27159552349,17,187,15.4
Washington County,Illinois,78.6366553651392,17,189,16.0
Wayne County,Illinois,77.0651231120856,17,191,18.0
White County,Illinois,75.6336488610794,17,193,19.4
Whiteside County,Illinois,77.9791786756969,17,195,16.5
Will County,Illinois,79.7191239421703,17,197,9.5
Williamson County,Illinois,76.6809978966186,17,199,15.2
Winnebago County,Illinois,77.0469057372401,17,201,13.5
Woodford County,Illinois,79.7518354872733,17,203,14.2
Adams County,Indiana,78.7362279984462,18,001,12.1
Allen County,Indiana,77.4666415264509,18,003,11.2
Bartholomew County,Indiana,77.5707135415514,18,005,13.0
Benton County,Indiana,77.796481161916,18,007,13.9
Blackford County,Indiana,75.5324112750253,18,009,16.7
Boone County,Indiana,78.4775951793191,18,011,11.2
Brown County,Indiana,78.743283842491,18,013,19.4
Carroll County,Indiana,79.2096183818758,18,015,15.5
Cass County,Indiana,76.794833848304,18,017,13.6
Clark County,Indiana,75.3252931611161,18,019,12.1
Clay County,Indiana,76.0360510865966,18,021,14.5
Clinton County,Indiana,76.5800911936018,18,023,13.0
Crawford County,Indiana,75.0568151942805,18,025,15.6
Daviess County,Indiana,76.4568910373071,18,027,12.4
Dearborn County,Indiana,77.5322009452247,18,029,13.4
Decatur County,Indiana,76.902191598981,18,031,13.4
DeKalb County,Indiana,77.240348042282,18,033,12.6
Delaware County,Indiana,75.7525378516696,18,035,14.1
Dubois County,Indiana,78.6431874655469,18,037,13.3
Elkhart County,Indiana,78.2139696461672,18,039,11.4
Fayette County,Indiana,73.7151923372491,18,041,16.2
Floyd County,Indiana,76.5224659671751,18,043,12.6
Fountain County,Indiana,76.3900748251254,18,045,16.2
Franklin County,Indiana,78.054813167006,18,047,13.8
Fulton County,Indiana,75.909176722822,18,049,15.0
Gibson County,Indiana,77.3740248955786,18,051,13.8
Grant County,Indiana,75.2202206929596,18,053,15.6
Greene County,Indiana,76.1203433419019,18,055,15.8
Hamilton County,Indiana,81.6071277888778,18,057,9.0
Hancock County,Indiana,78.2915420375737,18,059,13.1
Harrison County,Indiana,76.9807671404359,18,061,14.1
Hendricks County,Indiana,79.4342370728384,18,063,10.6
Henry County,Indiana,75.6302385096592,18,065,14.8
Howard County,Indiana,75.5105772480835,18,067,15.7
Huntington County,Indiana,77.0523901263606,18,069,13.4
Jackson County,Indiana,75.6466336643304,18,071,13.1
Jasper County,Indiana,77.3825202906933,18,073,13.8
Jay County,Indiana,75.733044944935,18,075,14.4
Jefferson County,Indiana,75.3683301707295,18,077,14.4
Jennings County,Indiana,74.2917221265856,18,079,13.0
Johnson County,Indiana,78.139154479812,18,081,11.8
Knox County,Indiana,75.5124558669753,18,083,13.4
Kosciusko County,Indiana,78.0227452454518,18,085,13.3
LaGrange County,Indiana,78.9789818249844,18,087,11.2
Lake County,Indiana,76.3886015416659,18,089,12.4
LaPorte County,Indiana,75.9897993345015,18,091,13.0
Lawrence County,Indiana,76.0001509629496,18,093,15.8
Madison County,Indiana,75.5796550365398,18,095,14.4
Marion County,Indiana,75.8531028085811,18,097,9.4
Marshall County,Indiana,78.4000195463128,18,099,13.7
Martin County,Indiana,76.8922181859168,18,101,14.9
Miami County,Indiana,76.8353117940579,18,103,12.9
Monroe County,Indiana,79.970308940149,18,105,9.5
Montgomery County,Indiana,77.2057431651811,18,107,14.2
Morgan County,Indiana,76.5488972984397,18,109,13.4
Newton County,Indiana,76.3594649892954,18,111,15.4
Noble County,Indiana,77.1487605800933,18,113,12.2
Ohio County,Indiana,77.4795336071352,18,115,16.9
Orange County,Indiana,75.8264228432603,18,117,15.4
Owen County,Indiana,76.0092693253316,18,119,15.6
Parke County,Indiana,77.9238160447104,18,121,17.1
Perry County,Indiana,77.0472479676827,18,123,13.7
Pike County,Indiana,76.4582902520875,18,125,16.7
Porter County,Indiana,78.2741338980516,18,127,12.6
Posey County,Indiana,78.2883374781624,18,129,14.5
Pulaski County,Indiana,75.8319647198544,18,131,16.3
Putnam County,Indiana,77.5693909007409,18,133,12.3
Randolph County,Indiana,76.3917466924431,18,135,16.3
Ripley County,Indiana,77.0117143078975,18,137,15.0
Rush County,Indiana,76.3637552614332,18,139,15.1
Saint Joseph County,Indiana,77.1924744572934,18,141,12.3
Scott County,Indiana,72.2747926259361,18,143,14.1
Shelby County,Indiana,76.7726375091738,18,145,13.4
Spencer County,Indiana,78.5284274424832,18,147,15.9
Starke County,Indiana,74.33101653024,18,149,15.6
Steuben County,Indiana,78.8791359074353,18,151,15.2
Sullivan County,Indiana,75.3762319547652,18,153,13.1
Switzerland County,Indiana,75.6341760610185,18,155,14.1
Tippecanoe County,Indiana,79.1898173233057,18,157,8.4
Tipton County,Indiana,77.8972051427504,18,159,16.6
Union County,Indiana,76.6124680418967,18,161,14.3
Vanderburgh County,Indiana,76.4554033523992,18,163,12.8
Vermillion County,Indiana,75.0115196249668,18,165,16.1
Vigo County,Indiana,75.6814364834548,18,167,11.6
Wabash County,Indiana,76.4642972999989,18,169,16.7
Warren County,Indiana,78.6724205076137,18,171,16.8
Warrick County,Indiana,78.7085653824131,18,173,13.9
Washington County,Indiana,74.7994969176536,18,175,13.7
Wayne County,Indiana,75.0209314420543,18,177,15.1
Wells County,Indiana,78.4258616729726,18,179,14.9
White County,Indiana,77.3016134547006,18,181,16.3
Whitley County,Indiana,78.765523679648,18,183,13.8
Adair County,Iowa,78.41680849805,19,001,19.5
Adams County,Iowa,78.4113520535797,19,003,20.2
Allamakee County,Iowa,79.3772269402399,19,005,19.4
Appanoose County,Iowa,77.146504895349,19,007,18.9
Audubon County,Iowa,78.7996929189381,19,009,20.7
Benton County,Iowa,80.455849354841,19,011,14.7
Black Hawk County,Iowa,78.8718956850097,19,013,12.9
Boone County,Iowa,78.6323243354456,19,015,14.8
Bremer County,Iowa,81.7126534903994,19,017,16.0
Buchanan County,Iowa,78.8640694447105,19,019,14.7
Buena Vista County,Iowa,80.3068377069166,19,021,12.4
Butler County,Iowa,79.1974261039231,19,023,18.6
Calhoun County,Iowa,78.7314527492336,19,025,19.1
Carroll County,Iowa,79.9082264089914,19,027,15.8
Cass County,Iowa,77.4340144995155,19,029,18.7
Cedar County,Iowa,80.8957766007741,19,031,16.0
Cerro Gordo County,Iowa,78.829846461572,19,033,16.4
Cherokee County,Iowa,79.3852855846398,19,035,19.2
Chickasaw County,Iowa,79.8842835053304,19,037,16.8
Clarke County,Iowa,77.5784489231417,19,039,14.5
Clay County,Iowa,79.6981099882426,19,041,16.4
Clayton County,Iowa,80.263316999288,19,043,18.8
Clinton County,Iowa,78.0052835869224,19,045,15.8
Crawford County,Iowa,79.3922778620951,19,047,14.7
Dallas County,Iowa,82.0931030785954,19,049,9.9
Davis County,Iowa,78.9149961394619,19,051,15.8
Decatur County,Iowa,77.9481129182669,19,053,16.1
Delaware County,Iowa,80.4375706059313,19,055,16.0
Des Moines County,Iowa,78.2434884338252,19,057,16.7
Dickinson County,Iowa,80.6196879856627,19,059,21.2
Dubuque County,Iowa,80.0785898282954,19,061,13.7
Emmet County,Iowa,78.7409459478438,19,063,16.9
Fayette County,Iowa,78.871708969927,19,065,17.4
Floyd County,Iowa,79.6778506397587,19,067,18.3
Franklin County,Iowa,79.7664053082052,19,069,17.3
Fremont County,Iowa,78.2834971794871,19,071,19.0
Greene County,Iowa,78.9155026291003,19,073,18.1
Grundy County,Iowa,80.4884131582783,19,075,17.1
Guthrie County,Iowa,79.5454138332306,19,077,18.7
Hamilton County,Iowa,80.0134006890672,19,079,16.9
Hancock County,Iowa,80.4956175116772,19,081,17.8
Hardin County,Iowa,79.4602476515098,19,083,18.1
Harrison County,Iowa,77.494772561581,19,085,16.5
Henry County,Iowa,78.7680132652907,19,087,14.7
Howard County,Iowa,79.4478230939973,19,089,17.3
Humboldt County,Iowa,79.7205440059001,19,091,18.6
Ida County,Iowa,78.5822374664195,19,093,18.6
Iowa County,Iowa,79.9186763570488,19,095,15.2
Jackson County,Iowa,78.9197957121797,19,097,17.3
Jasper County,Iowa,79.2975717203645,19,099,15.1
Jefferson County,Iowa,80.2652834796143,19,101,15.0
Johnson County,Iowa,82.1599482063895,19,103,8.5
Jones County,Iowa,80.4414454001303,19,105,15.6
Keokuk County,Iowa,79.7497033681581,19,107,17.4
Kossuth County,Iowa,80.848769663266,19,109,19.6
Lee County,Iowa,76.5082474782454,19,111,15.6
Linn County,Iowa,80.1464487876184,19,113,12.2
Louisa County,Iowa,78.7886750414041,19,115,14.2
Lucas County,Iowa,78.3882531093073,19,117,19.3
Lyon County,Iowa,81.1305631409599,19,119,14.2
Madison County,Iowa,79.4468632346086,19,121,14.1
Mahaska County,Iowa,79.0985249463162,19,123,14.8
Marion County,Iowa,78.8966937895249,19,125,14.5
Marshall County,Iowa,77.6202324814898,19,127,15.1
Mills County,Iowa,78.0733683500545,19,129,14.1
Mitchell County,Iowa,80.617180146676,19,131,18.3
Monona County,Iowa,76.8509434270874,19,133,21.0
Monroe County,Iowa,77.011384044896,19,135,16.2
Montgomery County,Iowa,77.057656556425,19,137,18.1
Muscatine County,Iowa,78.5568946261411,19,139,13.3
O'Brien County,Iowa,79.2315919610848,19,141,17.4
Osceola County,Iowa,79.9194484000106,19,143,17.4
Page County,Iowa,78.0707781742838,19,145,16.7
Palo Alto County,Iowa,78.9679196937925,19,147,17.6
Plymouth County,Iowa,80.2257241601453,19,149,15.4
Pocahontas County,Iowa,78.187681673068,19,151,20.1
Polk County,Iowa,78.8555214600161,19,153,9.9
Pottawattamie County,Iowa,77.8230372379328,19,155,13.3
Poweshiek County,Iowa,79.0314221148005,19,157,17.0
Ringgold County,Iowa,78.1322661831892,19,159,21.3
Sac County,Iowa,79.0334448114957,19,161,19.3
Scott County,Iowa,78.960994248261,19,163,12.4
Shelby County,Iowa,80.1888228397947,19,165,19.7
Sioux County,Iowa,82.7022237275665,19,167,12.3
Story County,Iowa,82.0222955253118,19,169,8.7
Tama County,Iowa,78.7958879089385,19,171,17.5
Taylor County,Iowa,78.7926021997694,19,173,18.3
Union County,Iowa,77.6121790448654,19,175,16.9
Van Buren County,Iowa,77.5860023168226,19,177,18.6
Wapello County,Iowa,77.0233558887839,19,179,14.5
Warren County,Iowa,79.5869466718071,19,181,12.9
Washington County,Iowa,79.4808463781754,19,183,16.3
Wayne County,Iowa,77.564753285018,19,185,19.6
Webster County,Iowa,77.2057530667142,19,187,14.1
Winnebago County,Iowa,79.6305292141563,19,189,16.8
Winneshiek County,Iowa,82.1919894185696,19,191,15.9
Woodbury County,Iowa,77.7081605747285,19,193,11.9
Worth County,Iowa,79.0189137367233,19,195,18.0
Wright County,Iowa,79.544590295262,19,197,18.4
Allen County,Kansas,75.7542198500412,20,001,16.3
Anderson County,Kansas,77.8035021669576,20,003,18.8
Atchison County,Kansas,76.9749555561623,20,005,13.4
Barber County,Kansas,76.7873518185123,20,007,17.7
Barton County,Kansas,77.7942149995099,20,009,15.4
Bourbon County,Kansas,75.6515424577524,20,011,15.6
Brown County,Kansas,76.5440981646471,20,013,16.9
Butler County,Kansas,77.5250005337189,20,015,11.9
Chase County,Kansas,78.0613340818761,20,017,20.4
Chautauqua County,Kansas,75.9398376983806,20,019,24.7
Cherokee County,Kansas,74.3556555289652,20,021,15.5
Cheyenne County,Kansas,80.020801941372,20,023,24.5
Clark County,Kansas,78.6181470137132,20,025,19.6
Clay County,Kansas,78.9450639585163,20,027,19.9
Cloud County,Kansas,77.0145106668255,20,029,17.1
Coffey County,Kansas,76.9689790100673,20,031,17.9
Comanche County,Kansas,75.2539933846471,20,033,25.2
Cowley County,Kansas,75.6159829459499,20,035,14.8
Crawford County,Kansas,75.8625870537372,20,037,12.0
Decatur County,Kansas,78.5500015845146,20,039,24.5
Dickinson County,Kansas,77.5088511873898,20,041,16.2
Doniphan County,Kansas,78.1209856533247,20,043,15.1
Douglas County,Kansas,80.383976049002,20,045,8.8
Edwards County,Kansas,76.467145931475,20,047,19.5
Elk County,Kansas,75.8619320223813,20,049,25.3
Ellis County,Kansas,79.4482392232265,20,051,12.2
Ellsworth County,Kansas,77.6205938663922,20,053,15.6
Finney County,Kansas,79.0197266557603,20,055,8.2
Ford County,Kansas,78.1689340279792,20,057,8.7
Franklin County,Kansas,77.2178210993972,20,059,13.7
Geary County,Kansas,75.9875221650035,20,061,6.0
Gove County,Kansas,79.3190744343385,20,063,21.7
Graham County,Kansas,79.326431857006,20,065,24.0
Grant County,Kansas,78.0255066137591,20,067,8.1
Gray County,Kansas,78.8356441101762,20,069,13.1
Greeley County,Kansas,77.6307648929287,20,071,19.0
Greenwood County,Kansas,75.8676465907466,20,073,22.1
Hamilton County,Kansas,76.8146376792316,20,075,14.5
Harper County,Kansas,75.4672454832601,20,077,18.0
Harvey County,Kansas,78.5237096475712,20,079,15.8
Haskell County,Kansas,78.9969430125459,20,081,11.6
Hodgeman County,Kansas,79.1699741150876,20,083,21.2
Jackson County,Kansas,77.855323211086,20,085,15.6
Jefferson County,Kansas,78.4293316605584,20,087,16.0
Jewell County,Kansas,78.8975799721199,20,089,25.7
Johnson County,Kansas,81.5284120824917,20,091,10.8
Kearny County,Kansas,77.3129610916977,20,093,10.8
Kingman County,Kansas,75.373977019883,20,095,18.6
Kiowa County,Kansas,78.8911792583608,20,097,17.6
Labette County,Kansas,75.0919702508947,20,099,15.3
Lane County,Kansas,76.8061576558164,20,101,17.7
Leavenworth County,Kansas,78.7044636662073,20,103,10.2
Lincoln County,Kansas,78.4569683085188,20,105,18.6
Linn County,Kansas,77.0304021960133,20,107,19.7
Logan County,Kansas,78.3684582083951,20,109,16.1
Lyon County,Kansas,78.2976256229985,20,111,11.9
McPherson County,Kansas,78.333344815985,20,113,16.2
Marion County,Kansas,78.2854778918077,20,115,19.8
Marshall County,Kansas,78.8873519824525,20,117,19.1
Meade County,Kansas,78.4789319298214,20,119,15.0
Miami County,Kansas,78.8863962791474,20,121,13.4
Mitchell County,Kansas,78.2255106556416,20,123,19.7
Montgomery County,Kansas,75.237080678235,20,125,15.5
Morris County,Kansas,78.4211579895787,20,127,21.8
Morton County,Kansas,76.3802127783514,20,129,13.7
Nemaha County,Kansas,79.3418119351145,20,131,17.2
Neosho County,Kansas,76.3137079457624,20,133,15.7
Ness County,Kansas,78.0806464394956,20,135,21.9
Norton County,Kansas,78.6530043894018,20,137,15.2
Osage County,Kansas,77.2787322475573,20,139,16.9
Osborne County,Kansas,78.057376020727,20,141,21.6
Ottawa County,Kansas,77.0956300145733,20,143,16.4
Pawnee County,Kansas,77.0316549606281,20,145,14.3
Phillips County,Kansas,77.9051936218152,20,147,19.1
Pottawatomie County,Kansas,79.6613890799044,20,149,11.7
Pratt County,Kansas,77.2911372940427,20,151,15.2
Rawlins County,Kansas,78.9339827556012,20,153,24.1
Reno County,Kansas,77.4902323491333,20,155,15.2
Republic County,Kansas,78.185382114626,20,157,24.2
Rice County,Kansas,76.5391111276102,20,159,15.1
Riley County,Kansas,80.8462313402806,20,161,6.2
Rooks County,Kansas,78.2451515569162,20,163,17.7
Rush County,Kansas,77.4169189786962,20,165,21.8
Russell County,Kansas,78.1456897229621,20,167,21.2
Saline County,Kansas,77.7657749046388,20,169,13.2
Scott County,Kansas,78.8920597687431,20,171,15.9
Sedgwick County,Kansas,77.3872258332133,20,173,11.0
Seward County,Kansas,78.1339420323621,20,175,7.3
Shawnee County,Kansas,77.2697073754347,20,177,13.9
Sheridan County,Kansas,79.6673510603822,20,179,19.6
Sherman County,Kansas,77.3754035529983,20,181,16.7
Smith County,Kansas,78.7012956285732,20,183,24.6
Stafford County,Kansas,76.8359392117312,20,185,18.1
Stanton County,Kansas,78.9836541713805,20,187,14.0
Stevens County,Kansas,78.5925054452315,20,189,10.9
Sumner County,Kansas,76.5824086554827,20,191,14.9
Thomas County,Kansas,78.4773364821278,20,193,13.2
Trego County,Kansas,78.1084198875026,20,195,21.6
Wabaunsee County,Kansas,78.640359045093,20,197,16.2
Wallace County,Kansas,79.4489734982787,20,199,19.5
Washington County,Kansas,79.2092265783882,20,201,20.8
Wichita County,Kansas,78.7706998558489,20,203,14.6
Wilson County,Kansas,75.7017095149816,20,205,18.0
Woodson County,Kansas,75.4575019264833,20,207,20.6
Wyandotte County,Kansas,75.5876166794474,20,209,9.5
Adair County,Kentucky,76.4075090413772,21,001,15.3
Allen County,Kentucky,75.248534121476,21,003,14.5
Anderson County,Kentucky,76.2433760498101,21,005,11.8
Ballard County,Kentucky,75.0018886887782,21,007,16.8
Barren County,Kentucky,75.8637986802349,21,009,14.5
Bath County,Kentucky,73.1860605884486,21,011,14.3
Bell County,Kentucky,71.1201033241327,21,013,14.8
Boone County,Kentucky,78.7486824862628,21,015,9.7
Bourbon County,Kentucky,76.0958337142918,21,017,14.8
Boyd County,Kentucky,74.7040785654231,21,019,15.2
Boyle County,Kentucky,76.6743397753928,21,021,15.0
Bracken County,Kentucky,74.1808080980433,21,023,13.8
Breathitt County,Kentucky,69.547780222197,21,025,13.1
Breckinridge County,Kentucky,75.343619456124,21,027,15.7
Bullitt County,Kentucky,78.0032254291172,21,029,12.1
Butler County,Kentucky,74.7549925802091,21,031,15.5
Caldwell County,Kentucky,75.0949853243272,21,033,16.9
Calloway County,Kentucky,76.901126602468,21,035,14.6
Campbell County,Kentucky,77.0529873482454,21,037,11.7
Carlisle County,Kentucky,75.384063493555,21,039,17.7
Carroll County,Kentucky,72.8579542141668,21,041,12.8
Carter County,Kentucky,74.3290254926914,21,043,14.4
Casey County,Kentucky,74.641421898841,21,045,16.3
Christian County,Kentucky,75.0663904422994,21,047,8.8
Clark County,Kentucky,75.1279528053161,21,049,14.3
Clay County,Kentucky,70.8926191440727,21,051,10.9
Clinton County,Kentucky,73.6171951962314,21,053,16.2
Crittenden County,Kentucky,74.4525953349712,21,055,17.8
Cumberland County,Kentucky,73.6880241710154,21,057,19.1
Daviess County,Kentucky,76.8349054045393,21,059,13.6
Edmonson County,Kentucky,76.4275680751018,21,061,17.3
Elliott County,Kentucky,75.3463073120575,21,063,14.7
Estill County,Kentucky,72.184096022638,21,065,15.2
Fayette County,Kentucky,78.2681938764361,21,067,9.6
Fleming County,Kentucky,73.9801015563063,21,069,14.3
Floyd County,Kentucky,71.0279771319949,21,071,13.3
Franklin County,Kentucky,76.095726261588,21,073,13.4
Fulton County,Kentucky,72.5314974223013,21,075,15.0
Gallatin County,Kentucky,72.630865224891,21,077,11.0
Garrard County,Kentucky,77.0346535877495,21,079,14.5
Grant County,Kentucky,74.0886380345603,21,081,11.4
Graves County,Kentucky,75.2943411153592,21,083,15.3
Grayson County,Kentucky,73.7155524877595,21,085,14.5
Green County,Kentucky,75.7705531890238,21,087,17.2
Greenup County,Kentucky,75.0261052381841,21,089,16.8
