County,State,mean_life_expectancy,State_FIPS,County_FIPS,bachelors_and_above_percentage
Taylor County,Georgia,75.260771305812,13,269,7.7
Telfair County,Georgia,77.4247551182069,13,271,7.4
Terrell County,Georgia,74.7927648235851,13,273,8.3
Thomas County,Georgia,75.6966995509426,13,275,16.6
Tift County,Georgia,75.5183458913149,13,277,15.4
Toombs County,Georgia,74.5016680010016,13,279,16.0
Towns County,Georgia,77.8096190210474,13,281,25.2
Treutlen County,Georgia,75.5570515870392,13,283,12.1
Troup County,Georgia,75.5421973131973,13,285,19.8
Turner County,Georgia,73.9949974109107,13,287,6.6
Twiggs County,Georgia,74.7504143091318,13,289,12.2
Union County,Georgia,78.4431060150389,13,291,18.2
Upson County,Georgia,73.8239867759287,13,293,11.4
Walker County,Georgia,75.146113334525,13,295,13.6
Walton County,Georgia,76.4762884017935,13,297,19.3
Ware County,Georgia,74.3664506333277,13,299,13.9
Warren County,Georgia,74.6068506784789,13,301,8.8
Washington County,Georgia,75.9518689818148,13,303,8.8
Wayne County,Georgia,74.5789591949201,13,305,9.7
Webster County,Georgia,78.5644449816301,13,307,8.1
Wheeler County,Georgia,76.6997760319894,13,309,5.2
White County,Georgia,78.6768410271151,13,311,20.7
Whitfield County,Georgia,77.1393039770506,13,313,13.9
Wilcox County,Georgia,75.4152159689189,13,315,7.3
Wilkes County,Georgia,75.4420838618787,13,317,17.8
Wilkinson County,Georgia,74.2698826356033,13,319,6.0
Worth County,Georgia,76.3997307975324,13,321,8.4
Hawaii County,Hawaii,80.220476067836,15,001,23.9
Honolulu County,Hawaii,81.5098024961717,15,003,31.3
Kauai County,Hawaii,81.3406011310605,15,007,23.8
Kalawao County,Hawaii,81.5307117939943,15,005,51.6
Maui County,Hawaii,81.5307117939943,15,009,24.0
Ada County,Idaho,80.6881503004562,16,001,38.1
Adams County,Idaho,80.7777420258914,16,003,23.2
Bannock County,Idaho,77.4589642648081,16,005,26.6
Bear Lake County,Idaho,78.9388732153243,16,007,18.0
Benewah County,Idaho,76.0132440616116,16,009,10.3
Bingham County,Idaho,78.1041722486079,16,011,18.2
Blaine County,Idaho,84.2882722036719,16,013,44.8
Boise County,Idaho,81.2614433591502,16,015,23.3
Bonner County,Idaho,78.8930855775291,16,017,20.7
Bonneville County,Idaho,78.5248559732881,16,019,29.9
Boundary County,Idaho,78.287006648663,16,021,17.1
Butte County,Idaho,78.7630993063885,16,023,18.7
Camas County,Idaho,80.7969326423836,16,025,24.4
Canyon County,Idaho,79.0468609731634,16,027,17.7
Caribou County,Idaho,78.3811876624824,16,029,19.3
Cassia County,Idaho,78.2000031021407,16,031,16.8
Clearwater County,Idaho,78.3477651060484,16,035,13.9
Custer County,Idaho,80.7916312433429,16,037,26.8
Elmore County,Idaho,78.2241807850271,16,039,16.0
Franklin County,Idaho,79.6153205985448,16,041,21.4
Fremont County,Idaho,79.6131851033604,16,043,20.9
Gem County,Idaho,78.2291486604303,16,045,17.1
Gooding County,Idaho,78.3258262706324,16,047,11.4
Idaho County,Idaho,79.5342501577356,16,049,13.7
Jefferson County,Idaho,79.7810127717572,16,051,24.0
Jerome County,Idaho,78.355705725954,16,053,11.2
Kootenai County,Idaho,79.2089223795369,16,055,24.5
Latah County,Idaho,81.0847103689307,16,057,43.6
Lemhi County,Idaho,78.8668476329095,16,059,26.0
Lewis County,Idaho,78.3508965014346,16,061,18.9
Lincoln County,Idaho,78.2680422418382,16,063,12.4
Madison County,Idaho,80.9541426351055,16,065,35.5
Minidoka County,Idaho,78.5333295742048,16,067,9.6
Nez Perce County,Idaho,77.6553237164015,16,069,19.2
Oneida County,Idaho,79.4518295137409,16,071,15.7
Owyhee County,Idaho,78.5463909941907,16,073,7.6
Payette County,Idaho,78.4293725963789,16,075,18.8
Power County,Idaho,78.0040293554305,16,077,15.4
Shoshone County,Idaho,75.6506380166567,16,079,13.3
Teton County,Idaho,82.6834644294167,16,081,32.5
Twin Falls County,Idaho,78.0026114150324,16,083,17.7
Valley County,Idaho,81.8466480630619,16,085,35.7
Washington County,Idaho,78.4361415576766,16,087,17.9
Adams County,Illinois,78.2117958066337,17,001,20.6
Alexander County,Illinois,73.8632027969847,17,003,7.3
Bond County,Illinois,78.2414846120494,17,005,21.2
Boone County,Illinois,79.5107532437916,17,007,18.1
Brown County,Illinois,78.534605763088,17,009,10.7
Bureau County,Illinois,78.819330593955,17,011,16.6
Calhoun County,Illinois,79.460736499517,17,013,11.9
Carroll County,Illinois,78.6105019624199,17,015,14.1
Cass County,Illinois,77.1250871754692,17,017,11.3
Champaign County,Illinois,80.507940352384,17,019,43.1
Christian County,Illinois,77.3605329393116,17,021,11.8
Clark County,Illinois,76.8041826655067,17,023,17.9
Clay County,Illinois,76.9806436702069,17,025,11.3
Clinton County,Illinois,79.4074737865816,17,027,18.1
Coles County,Illinois,78.0239113581782,17,029,24.4
Cook County,Illinois,79.1311688749732,17,031,34.4
Crawford County,Illinois,77.5673746585798,17,033,16.9
Cumberland County,Illinois,78.4372060318459,17,035,11.9
DeKalb County,Illinois,79.6374893423965,17,037,28.9
De Witt County,Illinois,77.2797481786167,17,039,15.6
Douglas County,Illinois,78.6616006654845,17,041,13.5
DuPage County,Illinois,81.8976543081426,17,043,48.1
Edgar County,Illinois,76.8338380138093,17,045,19.5
Edwards County,Illinois,76.7627926430186,17,047,11.3
Effingham County,Illinois,78.2270662775775,17,049,20.5
Fayette County,Illinois,78.4736703498543,17,051,13.2
Ford County,Illinois,76.6308758648888,17,053,15.0
Franklin County,Illinois,74.7794926067474,17,055,13.6
Fulton County,Illinois,77.132490990937,17,057,11.9
Gallatin County,Illinois,74.4232966458891,17,059,13.2
Greene County,Illinois,77.2848864398246,17,061,12.4
Grundy County,Illinois,78.434587664634,17,063,18.2
Hamilton County,Illinois,76.7957180811283,17,065,14.2
Hancock County,Illinois,79.7899599184006,17,067,17.3
Hardin County,Illinois,74.7482828996248,17,069,11.4
Henderson County,Illinois,78.5825051726107,17,071,16.8
Henry County,Illinois,78.9766193899124,17,073,20.1
Iroquois County,Illinois,76.8689948655174,17,075,14.4
Jackson County,Illinois,78.1810739908677,17,077,35.1
Jasper County,Illinois,78.9162489869283,17,079,13.1
Jefferson County,Illinois,76.6271827353006,17,081,16.9
Jersey County,Illinois,77.533240067735,17,083,16.3
Jo Daviess County,Illinois,80.8100562616136,17,085,23.1
Johnson County,Illinois,77.8251902273281,17,087,12.0
Kane County,Illinois,81.035340909543,17,089,31.9
Kankakee County,Illinois,77.2825580583853,17,091,15.6
Kendall County,Illinois,81.0258274873401,17,093,31.9
Knox County,Illinois,76.8325513530931,17,095,17.0
Lake County,Illinois,81.2784275894707,17,097,43.1
LaSalle County,Illinois,77.3448507095609,17,099,15.8
Lawrence County,Illinois,75.4332373363513,17,101,5.7
Lee County,Illinois,78.42964165186,17,103,15.7
Livingston County,Illinois,77.4635686752894,17,105,14.2
Logan County,Illinois,77.5643875713495,17,107,14.3
McDonough County,Illinois,79.2804743706863,17,109,34.6
McHenry County,Illinois,80.140405922829,17,111,33.1
McLean County,Illinois,80.0374062375645,17,113,44.3
Macon County,Illinois,77.5194517834302,17,115,22.9
Macoupin County,Illinois,77.6454260547249,17,117,15.4
Madison County,Illinois,77.2787047821218,17,119,24.6
Marion County,Illinois,75.351368560877,17,121,13.5
Marshall County,Illinois,77.2859373984564,17,123,16.6
Mason County,Illinois,76.7353213536185,17,125,12.9
Massac County,Illinois,75.2879187428656,17,127,15.8
Menard County,Illinois,78.5921152792006,17,129,21.3
Mercer County,Illinois,78.8096421762167,17,131,13.1
Monroe County,Illinois,80.3809636905566,17,133,26.9
Montgomery County,Illinois,77.4105853694394,17,135,10.1
Morgan County,Illinois,78.0682560866414,17,137,19.1
Moultrie County,Illinois,77.425742651271,17,139,13.7
Ogle County,Illinois,79.0345206948814,17,141,19.3
Peoria County,Illinois,77.5292731396623,17,143,30.3
Perry County,Illinois,77.1771241335504,17,145,12.7
Piatt County,Illinois,79.4041956367617,17,147,25.7
Pike County,Illinois,78.1485608681993,17,149,12.0
Pope County,Illinois,77.9763895521772,17,151,9.6
Pulaski County,Illinois,74.7053017405268,17,153,8.4
Putnam County,Illinois,79.1977164377125,17,155,14.0
Randolph County,Illinois,77.4716617780757,17,157,9.0
Richland County,Illinois,77.4992538421413,17,159,19.5
Rock Island County,Illinois,78.3117455162011,17,161,22.1
Saint Clair County,Illinois,76.7504994321491,17,163,25.6
Saline County,Illinois,73.8951810856333,17,165,15.0
Sangamon County,Illinois,78.1303434392329,17,167,34.3
Schuyler County,Illinois,78.1236612181131,17,169,18.0
Scott County,Illinois,77.6636181810676,17,171,14.5
Shelby County,Illinois,79.4380571242107,17,173,15.0
Stark County,Illinois,77.3401103687184,17,175,17.9
Stephenson County,Illinois,79.0618239107545,17,177,17.7
Tazewell County,Illinois,78.3896848162772,17,179,24.7
Union County,Illinois,76.1736910925894,17,181,19.3
Vermilion County,Illinois,75.6768567592081,17,183,12.6
Wabash County,Illinois,77.8446652016667,17,185,16.4
Warren County,Illinois,78.312504260546,17,187,19.2
Washington County,Illinois,78.8205093690337,17,189,21.0
Wayne County,Illinois,77.2241981083123,17,191,10.6
White County,Illinois,75.709303478797,17,193,14.3
Whiteside County,Illinois,78.3793677295778,17,195,16.7
Will County,Illinois,79.9165237833283,17,197,31.9
Williamson County,Illinois,76.5616859882523,17,199,23.8
Winnebago County,Illinois,77.3513998156887,17,201,21.9
Woodford County,Illinois,79.7863792527069,17,203,27.4
Adams County,Indiana,79.083855716864,18,001,15.8
Allen County,Indiana,77.835101378399,18,003,27.4
Bartholomew County,Indiana,77.7050513195918,18,005,29.5
Benton County,Indiana,78.110592570653,18,007,14.5
Blackford County,Indiana,75.9862496939416,18,009,8.6
Boone County,Indiana,78.3492397445355,18,011,41.2
Brown County,Indiana,78.6665559521659,18,013,18.0
Carroll County,Indiana,79.6479964275868,18,015,15.0
Cass County,Indiana,77.2534259049709,18,017,13.0
Clark County,Indiana,75.7243615318112,18,019,18.2
Clay County,Indiana,76.0657722145055,18,021,13.2
Clinton County,Indiana,76.8426846835695,18,023,11.5
Crawford County,Indiana,75.3090731656955,18,025,11.9
Daviess County,Indiana,76.7231936909506,18,027,11.6
Dearborn County,Indiana,77.5953747530896,18,029,15.8
Decatur County,Indiana,76.9911081310487,18,031,13.5
DeKalb County,Indiana,77.5356206897947,18,033,16.7
Delaware County,Indiana,76.2062467232856,18,035,22.0
Dubois County,Indiana,78.6679199566961,18,037,18.5
Elkhart County,Indiana,78.3368917948217,18,039,18.7
Fayette County,Indiana,74.1547280949175,18,041,9.3
Floyd County,Indiana,76.8087756448577,18,043,22.8
Fountain County,Indiana,76.5187664231048,18,045,11.0
Franklin County,Indiana,78.3995014600233,18,047,16.3
Fulton County,Indiana,76.1308239090773,18,049,12.2
Gibson County,Indiana,77.4320171246451,18,051,16.3
Grant County,Indiana,75.7705773831268,18,053,14.3
Greene County,Indiana,76.272876325265,18,055,12.2
Hamilton County,Indiana,81.5865307305317,18,057,58.5
Hancock County,Indiana,78.3499556695363,18,059,27.0
Harrison County,Indiana,77.2705961741343,18,061,14.0
Hendricks County,Indiana,79.5495151943949,18,063,32.7
Henry County,Indiana,75.9206325784722,18,065,13.3
Howard County,Indiana,76.0013967914436,18,067,21.0
Huntington County,Indiana,77.3553479418624,18,069,17.3
Jackson County,Indiana,75.9941909054144,18,071,15.6
Jasper County,Indiana,77.6379056231259,18,073,13.4
Jay County,Indiana,76.1875829792033,18,075,8.4
Jefferson County,Indiana,75.6294320384736,18,077,18.6
Jennings County,Indiana,74.6465332139594,18,079,8.8
Johnson County,Indiana,78.1626459060497,18,081,27.7
Knox County,Indiana,75.7666342271034,18,083,14.9
Kosciusko County,Indiana,78.1015290142049,18,085,20.7
LaGrange County,Indiana,79.1598200888753,18,087,9.7
Lake County,Indiana,76.7000274896173,18,089,19.2
LaPorte County,Indiana,76.2679859070185,18,091,16.2
Lawrence County,Indiana,75.9929771672295,18,093,13.0
Madison County,Indiana,75.8327394693444,18,095,16.0
Marion County,Indiana,76.142415618782,18,097,28.1
Marshall County,Indiana,78.4813955121407,18,099,15.6
Martin County,Indiana,77.2187364806527,18,101,7.8
Miami County,Indiana,77.1580274454783,18,103,9.9
Monroe County,Indiana,80.0585272281401,18,105,44.9
Montgomery County,Indiana,77.3792598476801,18,107,19.8
Morgan County,Indiana,76.7907154432227,18,109,16.0
Newton County,Indiana,76.7743168738049,18,111,8.8
Noble County,Indiana,77.4321909397313,18,113,11.8
Ohio County,Indiana,77.6519405083919,18,115,13.6
Orange County,Indiana,76.0281804386214,18,117,12.2
Owen County,Indiana,76.0273126585599,18,119,9.4
Parke County,Indiana,78.2079396130296,18,121,15.2
Perry County,Indiana,77.1680662479327,18,123,10.6
Pike County,Indiana,76.648511342558,18,125,8.8
Porter County,Indiana,78.4928076007601,18,127,25.6
Posey County,Indiana,78.5484266123603,18,129,19.9
Pulaski County,Indiana,76.1539747608947,18,131,12.4
Putnam County,Indiana,77.7220242852834,18,133,14.5
Randolph County,Indiana,76.8798221198573,18,135,10.5
Ripley County,Indiana,77.1307634435037,18,137,14.7
Rush County,Indiana,76.7532853859975,18,139,15.3
Saint Joseph County,Indiana,77.5110880658183,18,141,27.4
Scott County,Indiana,72.6915747828592,18,143,10.5
Shelby County,Indiana,76.7707834921755,18,145,13.4
Spencer County,Indiana,78.6143175399103,18,147,14.8
Starke County,Indiana,74.4289146777688,18,149,11.7
Steuben County,Indiana,78.9581875422341,18,151,18.6
Sullivan County,Indiana,75.4654134628882,18,153,10.4
Switzerland County,Indiana,75.9437174970737,18,155,8.3
Tippecanoe County,Indiana,79.2372045170072,18,157,36.8
Tipton County,Indiana,78.1089673902395,18,159,16.6
Union County,Indiana,77.2368171682889,18,161,16.6
Vanderburgh County,Indiana,76.6712860849351,18,163,22.7
Vermillion County,Indiana,75.2491786994288,18,165,13.8
Vigo County,Indiana,75.796581705412,18,167,20.5
Wabash County,Indiana,77.0008225320876,18,169,16.5
Warren County,Indiana,78.8170966635244,18,171,15.6
Warrick County,Indiana,78.8092413323077,18,173,28.1
Washington County,Indiana,75.2464672254365,18,175,11.2
Wayne County,Indiana,75.4683535924965,18,177,15.8
Wells County,Indiana,78.6829437236547,18,179,15.4
White County,Indiana,77.62668129422,18,181,13.9
Whitley County,Indiana,78.9731078287699,18,183,16.4
Adair County,Iowa,78.6769196811541,19,001,13.6
Adams County,Iowa,78.4608538212739,19,003,13.3
Allamakee County,Iowa,79.6112710105108,19,005,14.8
Appanoose County,Iowa,77.3562991460817,19,007,16.3
Audubon County,Iowa,79.1878875354717,19,009,15.4
Benton County,Iowa,80.6402939763392,19,011,17.6
Black Hawk County,Iowa,79.1771903037536,19,013,25.1
Boone County,Iowa,78.758741897478,19,015,19.1
Bremer County,Iowa,82.01176586064,19,017,28.2
Buchanan County,Iowa,78.9827496069638,19,019,15.4
Buena Vista County,Iowa,80.4817508170506,19,021,19.8
Butler County,Iowa,79.4852059927596,19,023,13.1
Calhoun County,Iowa,78.9869321203202,19,025,16.8
Carroll County,Iowa,79.8999501222684,19,027,17.5
Cass County,Iowa,77.8915191596618,19,029,20.8
Cedar County,Iowa,81.0041884796632,19,031,18.3
Cerro Gordo County,Iowa,79.168176708395,19,033,21.0
Cherokee County,Iowa,79.6939758516341,19,035,20.9
Chickasaw County,Iowa,80.1487484880178,19,037,10.9
Clarke County,Iowa,77.4675570951136,19,039,10.7
Clay County,Iowa,79.8499640361801,19,041,19.1
Clayton County,Iowa,80.680609042156,19,043,13.9
Clinton County,Iowa,78.2617463295276,19,045,17.4
Crawford County,Iowa,79.831431594989,19,047,12.5
Dallas County,Iowa,81.8747929212083,19,049,44.8
Davis County,Iowa,79.0075947798582,19,051,14.3
Decatur County,Iowa,78.057316716468,19,053,16.8
Delaware County,Iowa,80.4393234163722,19,055,13.0
Des Moines County,Iowa,78.495646686896,19,057,19.6
Dickinson County,Iowa,80.8427151328009,19,059,26.6
Dubuque County,Iowa,80.0310647733595,19,061,25.7
Emmet County,Iowa,78.7706059747837,19,063,13.0
Fayette County,Iowa,79.0739638343001,19,065,15.9
Floyd County,Iowa,79.8177716190272,19,067,16.6
Franklin County,Iowa,80.1372007587954,19,069,14.0
Fremont County,Iowa,78.4914334427493,19,071,19.5
Greene County,Iowa,79.0781465852739,19,073,18.1
Grundy County,Iowa,80.6492931361591,19,075,19.1
Guthrie County,Iowa,79.6710919716922,19,077,16.3
Hamilton County,Iowa,80.0920342548185,19,079,15.5
Hancock County,Iowa,80.5776902344953,19,081,17.2
Hardin County,Iowa,79.5917498687289,19,083,22.4
Harrison County,Iowa,77.7831007539848,19,085,16.7
Henry County,Iowa,78.9241242453736,19,087,18.0
Howard County,Iowa,79.7155404269643,19,089,10.5
Humboldt County,Iowa,79.8972658776722,19,091,19.1
Ida County,Iowa,78.9494424186119,19,093,19.2
Iowa County,Iowa,80.2357117839382,19,095,20.0
Jackson County,Iowa,78.8089804967327,19,097,11.9
Jasper County,Iowa,79.6955909509012,19,099,16.6
Jefferson County,Iowa,80.3903320781435,19,101,32.3
Johnson County,Iowa,82.0825183049252,19,103,48.8
Jones County,Iowa,80.5466019871973,19,105,14.4
Keokuk County,Iowa,79.8515106967713,19,107,10.4
Kossuth County,Iowa,81.2428379182626,19,109,18.3
Lee County,Iowa,76.8566667628974,19,111,14.9
Linn County,Iowa,80.2355897684685,19,113,31.7
Louisa County,Iowa,78.8190388050918,19,115,13.3
Lucas County,Iowa,78.49811366698,19,117,11.4
Lyon County,Iowa,81.2668575638763,19,119,16.7
Madison County,Iowa,79.4944595620177,19,121,19.6
Mahaska County,Iowa,79.422758845112,19,123,19.5
Marion County,Iowa,79.0958091606253,19,125,23.8
Marshall County,Iowa,77.8889223875406,19,127,18.3
Mills County,Iowa,78.2079430502061,19,129,23.1
Mitchell County,Iowa,80.8072601456274,19,131,14.1
Monona County,Iowa,77.041387990649,19,133,12.6
Monroe County,Iowa,77.5413112480027,19,135,17.2
Montgomery County,Iowa,77.313888607355,19,137,17.3
Muscatine County,Iowa,78.6478345355873,19,139,16.6
O'Brien County,Iowa,79.6302826917795,19,141,18.9
Osceola County,Iowa,80.1800424270829,19,143,16.3
Page County,Iowa,78.2680812564627,19,145,15.9
Palo Alto County,Iowa,78.9088264426251,19,147,14.6
Plymouth County,Iowa,80.4794454882514,19,149,17.8
Pocahontas County,Iowa,78.8294684546909,19,151,16.2
Polk County,Iowa,79.1359111995346,19,153,35.1
Pottawattamie County,Iowa,77.9913019206409,19,155,18.4
Poweshiek County,Iowa,79.4493366532401,19,157,25.6
Ringgold County,Iowa,78.6059866475253,19,159,16.6
Sac County,Iowa,79.4450031400859,19,161,18.5
Scott County,Iowa,79.0545468703512,19,163,32.1
Shelby County,Iowa,80.658744742017,19,165,15.3
Sioux County,Iowa,82.7113344601191,19,167,22.9
Story County,Iowa,82.1728117700704,19,169,49.0
Tama County,Iowa,79.0674147264005,19,171,14.8
Taylor County,Iowa,79.0661441030004,19,173,11.9
Union County,Iowa,77.7833039982322,19,175,14.9
Van Buren County,Iowa,77.8627862177795,19,177,14.1
Wapello County,Iowa,77.1545464159054,19,179,17.4
Warren County,Iowa,79.7446348662471,19,181,26.9
Washington County,Iowa,79.8017434660004,19,183,19.0
Wayne County,Iowa,77.7908791715787,19,185,11.4
Webster County,Iowa,77.3646638808777,19,187,18.7
Winnebago County,Iowa,80.1355748008186,19,189,17.6
Winneshiek County,Iowa,82.3637741481435,19,191,26.2
Woodbury County,Iowa,77.9052767529133,19,193,20.9
Worth County,Iowa,79.4436626986162,19,195,14.7
Wright County,Iowa,79.9951551203303,19,197,14.6
Allen County,Kansas,75.882585041101,20,001,15.0
Anderson County,Kansas,77.7983447466189,20,003,18.6
Atchison County,Kansas,77.1410308397836,20,005,18.7
Barber County,Kansas,77.2476303446058,20,007,19.1
Barton County,Kansas,77.9456280990652,20,009,17.5
Bourbon County,Kansas,76.1743668973076,20,011,19.6
Brown County,Kansas,76.827290793129,20,013,20.6
Butler County,Kansas,77.653643961017,20,015,25.6
Chase County,Kansas,78.2212103313009,20,017,20.6
Chautauqua County,Kansas,76.2748461421129,20,019,17.4
Cherokee County,Kansas,74.6253980553134,20,021,14.9
Cheyenne County,Kansas,79.8988245152641,20,023,20.4
Clark County,Kansas,78.4574977370217,20,025,30.9
Clay County,Kansas,79.2903732417816,20,027,20.3
Cloud County,Kansas,77.1678089430998,20,029,15.5
Coffey County,Kansas,77.1690505670775,20,031,21.5
Comanche County,Kansas,76.200385507157,20,033,22.3
Cowley County,Kansas,75.7044637907084,20,035,18.0
Crawford County,Kansas,76.1474418830259,20,037,28.1
Decatur County,Kansas,79.2629740551582,20,039,25.9
Dickinson County,Kansas,77.9046314839945,20,041,18.8
Doniphan County,Kansas,78.3933828118063,20,043,15.6
Douglas County,Kansas,80.568149054579,20,045,48.3
Edwards County,Kansas,76.9710258607789,20,047,21.6
Elk County,Kansas,76.3806288850598,20,049,15.3
Ellis County,Kansas,79.3833272609793,20,051,31.9
Ellsworth County,Kansas,78.0326449230436,20,053,17.2
Finney County,Kansas,79.3323917035399,20,055,16.5
Ford County,Kansas,78.5062069741054,20,057,15.4
Franklin County,Kansas,77.5607999898959,20,059,19.0
Geary County,Kansas,76.23732963047,20,061,19.1
Gove County,Kansas,79.5516089753886,20,063,20.1
Graham County,Kansas,79.5375436538533,20,065,24.2
Grant County,Kansas,78.4441376789792,20,067,19.6
Gray County,Kansas,78.8824864572139,20,069,20.7
Greeley County,Kansas,77.6951054686288,20,071,20.5
Greenwood County,Kansas,75.8113941635601,20,073,16.8
Hamilton County,Kansas,76.5806338697535,20,075,12.2
Harper County,Kansas,76.1000230515251,20,077,16.7
Harvey County,Kansas,78.6058823624727,20,079,26.7
Haskell County,Kansas,79.209495172262,20,081,17.0
Hodgeman County,Kansas,79.4608972506357,20,083,25.5
Jackson County,Kansas,78.1357783945402,20,085,15.9
Jefferson County,Kansas,78.5089265504217,20,087,17.6
Jewell County,Kansas,79.2373822479936,20,089,14.9
Johnson County,Kansas,81.5663410434164,20,091,54.1
Kearny County,Kansas,77.814816492343,20,093,14.0
Kingman County,Kansas,75.8698642497825,20,095,20.7
Kiowa County,Kansas,79.3601669985623,20,097,18.6
Labette County,Kansas,75.5533199619998,20,099,20.0
Lane County,Kansas,76.9523045445447,20,101,26.1
Leavenworth County,Kansas,78.8853833202651,20,103,28.7
Lincoln County,Kansas,78.9055156601151,20,105,17.6
Linn County,Kansas,77.359566581095,20,107,12.0
Logan County,Kansas,78.6018217654352,20,109,14.1
Lyon County,Kansas,78.3656770719609,20,111,21.0
McPherson County,Kansas,78.4549842600295,20,113,26.8
Marion County,Kansas,78.4178134498718,20,115,18.9
Marshall County,Kansas,79.2062003850084,20,117,14.0
Meade County,Kansas,78.9286656917233,20,119,23.1
Miami County,Kansas,78.825108764518,20,121,22.2
Mitchell County,Kansas,78.7469666322474,20,123,24.9
Montgomery County,Kansas,75.3525546279111,20,125,19.3
Morris County,Kansas,78.6531207414544,20,127,14.1
Morton County,Kansas,76.7672229975746,20,129,18.9
Nemaha County,Kansas,79.6388366652866,20,131,14.7
Neosho County,Kansas,76.6194347413733,20,133,17.0
Ness County,Kansas,78.4391871462104,20,135,21.3
Norton County,Kansas,79.1426812624056,20,137,14.9
Osage County,Kansas,77.4904985674869,20,139,18.7
Osborne County,Kansas,78.180570165499,20,141,20.5
Ottawa County,Kansas,77.4740611506577,20,143,17.7
Pawnee County,Kansas,77.8725606397613,20,145,17.8
Phillips County,Kansas,78.2246974912784,20,147,17.3
Pottawatomie County,Kansas,79.8803727140995,20,149,28.4
Pratt County,Kansas,77.6993602400724,20,151,26.3
Rawlins County,Kansas,79.1452783615222,20,153,24.0
Reno County,Kansas,77.752765685217,20,155,19.8
Republic County,Kansas,78.1992586047921,20,157,19.8
Rice County,Kansas,76.665024286723,20,159,20.9
Riley County,Kansas,81.2182689184895,20,161,43.7
Rooks County,Kansas,78.1826351539927,20,163,18.9
Rush County,Kansas,77.878135493012,20,165,20.2
Russell County,Kansas,78.415108500231,20,167,19.3
Saline County,Kansas,78.0270930492462,20,169,23.6
Scott County,Kansas,78.5073359996031,20,171,27.3
Sedgwick County,Kansas,77.5811473153159,20,173,28.6
Seward County,Kansas,78.3764214462584,20,175,11.6
Shawnee County,Kansas,77.5744053251615,20,177,28.2
Sheridan County,Kansas,79.6894643938056,20,179,21.5
Sherman County,Kansas,77.2412758285407,20,181,20.3
Smith County,Kansas,78.8123974347014,20,183,16.2
Stafford County,Kansas,77.0971877633054,20,185,14.5
Stanton County,Kansas,79.181923478833,20,187,18.4
Stevens County,Kansas,78.7807736455209,20,189,15.4
Sumner County,Kansas,76.8759577311195,20,191,17.7
Thomas County,Kansas,78.9637775744216,20,193,28.4
Trego County,Kansas,78.5157790855886,20,195,16.8
Wabaunsee County,Kansas,78.8745517064821,20,197,18.8
Wallace County,Kansas,79.6130785059799,20,199,20.9
Washington County,Kansas,79.4077279509414,20,201,13.2
Wichita County,Kansas,78.685944488046,20,203,17.3
Wilson County,Kansas,75.868827066606,20,205,12.1
Woodson County,Kansas,76.1461364196326,20,207,17.6
Wyandotte County,Kansas,75.7064567992787,20,209,14.4
Adair County,Kentucky,76.7896372811212,21,001,10.0
Allen County,Kentucky,75.4998953230172,21,003,11.3
Anderson County,Kentucky,76.495332261507,21,005,16.6
Ballard County,Kentucky,75.1460706041707,21,007,13.5
Barren County,Kentucky,76.1702344562083,21,009,14.0
Bath County,Kentucky,73.6640383258637,21,011,10.2
Bell County,Kentucky,71.8816925775518,21,013,9.9
Boone County,Kentucky,78.9071460122873,21,015,32.3
Bourbon County,Kentucky,76.0754209405925,21,017,13.5
Boyd County,Kentucky,75.2078434019405,21,019,15.7
Boyle County,Kentucky,77.1273822733266,21,021,22.9
Bracken County,Kentucky,74.6400000046982,21,023,10.6
Breathitt County,Kentucky,69.8126767982604,21,025,8.2
Breckinridge County,Kentucky,75.5070298724736,21,027,9.0
Bullitt County,Kentucky,78.4151631663363,21,029,11.0
Butler County,Kentucky,74.8417241836782,21,031,6.8
Caldwell County,Kentucky,75.2625528145672,21,033,13.2
Calloway County,Kentucky,76.9268843614001,21,035,27.7
Campbell County,Kentucky,77.2166261553624,21,037,28.4
Carlisle County,Kentucky,75.3358400564866,21,039,17.7
Carroll County,Kentucky,73.0915989907789,21,041,7.8
Carter County,Kentucky,74.7024106706202,21,043,9.6
Casey County,Kentucky,74.6363506169731,21,045,5.4
Christian County,Kentucky,75.4852267381987,21,047,15.3
Clark County,Kentucky,75.2180837739457,21,049,17.8
Clay County,Kentucky,71.4503646681218,21,051,6.7
Clinton County,Kentucky,73.7684678157131,21,053,5.4
Crittenden County,Kentucky,74.456109733335,21,055,9.6
Cumberland County,Kentucky,74.0091795226862,21,057,12.8
Daviess County,Kentucky,77.1038232586164,21,059,18.2
Edmonson County,Kentucky,76.9905201195268,21,061,9.1
Elliott County,Kentucky,75.6889996378805,21,063,4.0
Estill County,Kentucky,72.4300513908382,21,065,6.0
Fayette County,Kentucky,78.4948362424525,21,067,41.3
Fleming County,Kentucky,73.9722419796188,21,069,10.7
Floyd County,Kentucky,71.4547347135904,21,071,10.5
Franklin County,Kentucky,76.2811582931018,21,073,27.5
Fulton County,Kentucky,72.5987988284971,21,075,11.0
Gallatin County,Kentucky,72.8039406271679,21,077,7.4
Garrard County,Kentucky,77.3300645087974,21,079,15.1
Grant County,Kentucky,74.5036678111454,21,081,10.1
Graves County,Kentucky,75.7259966059578,21,083,16.4
Grayson County,Kentucky,73.8695563325684,21,085,8.2
Green County,Kentucky,75.9968204720799,21,087,10.9
Greenup County,Kentucky,75.5765068798268,21,089,14.3
